2049,sum_top_down,sum_bottom_up,count_top_down,count_bottom_up,diff,_count,over_median,winner
anyone inside,0.513529368629,0.486470631371,0.5,0.5,0.03,1,False,top_down
anyone on,0.503539905231,0.496460094769,0.5,0.5,0.01,4,True,top_down
anyone sitting,0.51863555031,0.48136444969,0.5,0.5,0.04,2,False,top_down
anyone sleeping,0.497291749815,0.502708250185,0.5,0.5,-0.01,1,False,bottom_up
anyone wearing,0.498128024838,0.501871975162,0.5,0.5,-0.0,2,False,bottom_up
anyone women,0.519866198907,0.480133801093,0.5,0.5,0.04,2,False,top_down
anything cooking,0.49623069604,0.50376930396,0.5,0.5,-0.01,2,False,bottom_up
anything on,0.514577757019,0.485422242981,0.5,0.5,0.03,4,True,top_down
apple or,0.454052761616,0.545947238384,0.5,0.5,-0.09,2,False,bottom_up
approaching from,0.476960850262,0.523039149738,0.5,0.5,-0.05,2,False,bottom_up
approximately how,0.484857449782,0.515142550218,0.5,0.5,-0.03,57,True,bottom_up
approximately what,0.495361210597,0.504638789403,0.5,0.5,-0.01,33,True,bottom_up
"approximately, what",0.531254989622,0.468745010378,0.5,0.5,0.06,2,False,top_down
are,0.501244634646,0.498755365354,0.5,0.5,0.0,7180,True,top_down
are the,0.495553116229,0.504446883771,0.5,0.5,-0.01,16057,True,bottom_up
are there,0.493197116192,0.506802883808,0.5,0.5,-0.01,8640,True,bottom_up
are there any,0.495142157016,0.504857842984,0.5,0.5,-0.01,4128,True,bottom_up
are these,0.495865973174,0.504134026826,0.5,0.5,-0.01,8624,True,bottom_up
are they,0.497552595055,0.502447404945,0.5,0.5,-0.0,4410,True,bottom_up
around how,0.473241972592,0.526758027408,0.5,0.5,-0.05,2,False,bottom_up
around what,0.480269370694,0.519730629306,0.5,0.5,-0.04,5,True,bottom_up
around which,0.467791148137,0.532208851863,0.5,0.5,-0.06,2,False,bottom_up
as a,0.510284389938,0.489715610062,0.5,0.5,0.02,2,False,top_down
as far,0.481347234666,0.518652765334,0.5,0.5,-0.04,2,False,bottom_up
as the,0.507892234548,0.492107765452,0.5,0.5,0.02,2,False,top_down
aside from,0.4786143858,0.5213856142,0.5,0.5,-0.04,8,True,bottom_up
assuming slightly,0.466896800453,0.533103199547,0.5,0.5,-0.07,2,False,bottom_up
assuming the,0.486916377711,0.513083622289,0.5,0.5,-0.03,4,True,bottom_up
assuming these,0.500432900433,0.499567099567,0.5,0.5,0.0,1,False,top_down
at least,0.472003424658,0.527996575342,0.5,0.5,-0.06,1,False,bottom_up
at most,0.450489488044,0.549510511956,0.5,0.5,-0.1,1,False,bottom_up
at roughly,0.529729146434,0.470270853566,0.5,0.5,0.06,4,True,top_down
at some,0.49469291014,0.50530708986,0.5,0.5,-0.01,2,False,bottom_up
at the,0.477339461254,0.522660538746,0.5,0.5,-0.05,3,True,bottom_up
at these,0.496510737923,0.503489262077,0.5,0.5,-0.01,2,False,bottom_up
at this,0.49797013693,0.50202986307,0.5,0.5,-0.0,7,True,bottom_up
at what,0.507605678206,0.492394321794,0.5,0.5,0.02,59,True,top_down
at which,0.489305744563,0.510694255437,0.5,0.5,-0.02,19,True,bottom_up
at whose,0.555583522108,0.444416477892,0.5,0.5,0.11,2,False,top_down
bacon is,0.495242454959,0.504757545041,0.5,0.5,-0.01,2,False,bottom_up
bacon lettuce,0.475508666164,0.524491333836,0.5,0.5,-0.05,1,False,bottom_up
bags of,0.46071681359,0.53928318641,0.5,0.5,-0.08,1,False,bottom_up
balancing act,0.514850036576,0.485149963424,0.5,0.5,0.03,1,False,top_down
baseball is,0.507898894155,0.492101105845,0.5,0.5,0.02,2,False,top_down
based on,0.477279913683,0.522720086317,0.5,0.5,-0.05,105,True,bottom_up
based upon,0.456846854374,0.543153145626,0.5,0.5,-0.09,1,False,bottom_up
because mercedes,0.524912587413,0.475087412587,0.5,0.5,0.05,2,False,top_down
because there,0.496492013733,0.503507986267,0.5,0.5,-0.01,1,False,bottom_up
bedroom or,0.497581435219,0.502418564781,0.5,0.5,-0.0,2,False,bottom_up
before heading,0.462452884894,0.537547115106,0.5,0.5,-0.08,2,False,bottom_up
before or,0.51525851198,0.48474148802,0.5,0.5,0.03,1,False,top_down
behind the,0.517079458613,0.482920541387,0.5,0.5,0.03,4,True,top_down
beside white,0.487150909149,0.512849090851,0.5,0.5,-0.03,2,False,bottom_up
besides admiring,0.490673961701,0.509326038299,0.5,0.5,-0.02,1,False,bottom_up
"besides bananas,",0.508652867323,0.491347132677,0.5,0.5,0.02,1,False,top_down
"besides black,",0.500540025413,0.499459974587,0.5,0.5,0.0,2,False,top_down
"besides books,",0.503039627739,0.496960372261,0.5,0.5,0.01,2,False,top_down
"besides busses,",0.489950504526,0.510049495474,0.5,0.5,-0.02,2,False,bottom_up
"besides dirt,",0.483173584428,0.516826415572,0.5,0.5,-0.03,2,False,bottom_up
"besides eyebrows,",0.561940667961,0.438059332039,0.5,0.5,0.12,2,False,top_down
"besides gold,",0.50172730385,0.49827269615,0.5,0.5,0.0,2,False,top_down
besides green,0.494740715753,0.505259284247,0.5,0.5,-0.01,2,False,bottom_up
besides his,0.494224366379,0.505775633621,0.5,0.5,-0.01,2,False,bottom_up
"besides necklaces,",0.460239845813,0.539760154187,0.5,0.5,-0.08,2,False,bottom_up
besides pizza,0.455444641962,0.544555358038,0.5,0.5,-0.09,2,False,bottom_up
"besides pizza,",0.521329959604,0.478670040396,0.5,0.5,0.04,2,False,top_down
besides the,0.498116784631,0.501883215369,0.5,0.5,-0.0,23,True,bottom_up
besides these,0.468990187074,0.531009812926,0.5,0.5,-0.06,2,False,bottom_up
"besides umbrellas,",0.505000322601,0.494999677399,0.5,0.5,0.01,2,False,top_down
"besides white,",0.481356335111,0.518643664889,0.5,0.5,-0.04,4,True,bottom_up
"besides wood,",0.480861792345,0.519138207655,0.5,0.5,-0.04,2,False,bottom_up
besides zebras,0.431511531681,0.568488468319,0.5,0.5,-0.14,2,False,bottom_up
best coast,0.454908516764,0.545091483236,0.5,0.5,-0.09,1,False,bottom_up
between both,0.507992616158,0.492007383842,0.5,0.5,0.02,2,False,top_down
between the,0.480627439641,0.519372560359,0.5,0.5,-0.04,4,True,bottom_up
between what,0.532509470285,0.467490529715,0.5,0.5,0.07,1,False,top_down
between which,0.475031009464,0.524968990536,0.5,0.5,-0.05,4,True,bottom_up
bike or,0.459470723067,0.540529276933,0.5,0.5,-0.08,1,False,bottom_up
bike riders,0.460218508997,0.539781491003,0.5,0.5,-0.08,2,False,bottom_up
bird is,0.513559401971,0.486440598029,0.5,0.5,0.03,2,False,top_down
bird or,0.456840303776,0.543159696224,0.5,0.5,-0.09,1,False,bottom_up
black and,0.477662683493,0.522337316507,0.5,0.5,-0.04,9,True,bottom_up
both horses,0.482012788435,0.517987211565,0.5,0.5,-0.04,1,False,bottom_up
boy or,0.480250340931,0.519749659069,0.5,0.5,-0.04,2,False,bottom_up
brand of,0.532408273179,0.467591726821,0.5,0.5,0.06,2,False,top_down
breakfast in,0.522266119443,0.477733880557,0.5,0.5,0.04,2,False,top_down
brown is,0.460955596561,0.539044403439,0.5,0.5,-0.08,2,False,bottom_up
bud is,0.498191262406,0.501808737594,0.5,0.5,-0.0,1,False,bottom_up
building shown,0.500930672088,0.499069327912,0.5,0.5,0.0,2,False,top_down
"by itself,",0.512036185219,0.487963814781,0.5,0.5,0.02,2,False,top_down
by looking,0.495731782754,0.504268217246,0.5,0.5,-0.01,4,True,bottom_up
by standing,0.481118700864,0.518881299136,0.5,0.5,-0.04,1,False,bottom_up
by the,0.48385437871,0.51614562129,0.5,0.5,-0.03,3,True,bottom_up
by this,0.517420623771,0.482579376229,0.5,0.5,0.03,2,False,top_down
by what,0.481247435371,0.518752564629,0.5,0.5,-0.04,1,False,bottom_up
by which,0.517610787581,0.482389212419,0.5,0.5,0.04,2,False,top_down
cabinets hang,0.525714556572,0.474285443428,0.5,0.5,0.05,2,False,top_down
can 100,0.48984477874,0.51015522126,0.5,0.5,-0.02,2,False,bottom_up
can 20,0.503089810492,0.496910189508,0.5,0.5,0.01,1,False,top_down
can 5,0.505940123555,0.494059876445,0.5,0.5,0.01,2,False,top_down
can 50,0.506451612903,0.493548387097,0.5,0.5,0.01,2,False,top_down
can a,0.505671061897,0.494328938103,0.5,0.5,0.01,146,True,top_down
can all,0.496485165505,0.503514834495,0.5,0.5,-0.01,10,True,bottom_up
can an,0.50601535062,0.49398464938,0.5,0.5,0.01,6,True,top_down
can another,0.499498135933,0.500501864067,0.5,0.5,-0.0,2,False,bottom_up
can any,0.497816413122,0.502183586878,0.5,0.5,-0.0,24,True,bottom_up
can anybody,0.498635607321,0.501364392679,0.5,0.5,-0.0,1,False,bottom_up
can anymore,0.503683485266,0.496316514734,0.5,0.5,0.01,2,False,top_down
can anyone,0.498826795004,0.501173204996,0.5,0.5,-0.0,13,True,bottom_up
can anything,0.488820940632,0.511179059368,0.5,0.5,-0.02,4,True,bottom_up
can apple,0.509714817333,0.490285182667,0.5,0.5,0.02,2,False,top_down
can babies,0.508504207657,0.491495792343,0.5,0.5,0.02,2,False,top_down
can baseball,0.50237593985,0.49762406015,0.5,0.5,0.0,2,False,top_down
can bears,0.508320532514,0.491679467486,0.5,0.5,0.02,1,False,top_down
can bikes,0.509934919081,0.490065080919,0.5,0.5,0.02,1,False,top_down
can both,0.499399781097,0.500600218903,0.5,0.5,-0.0,4,True,bottom_up
can buses,0.498585509663,0.501414490337,0.5,0.5,-0.0,2,False,bottom_up
can carry,0.497893308577,0.502106691423,0.5,0.5,-0.0,2,False,bottom_up
can cars,0.496369550549,0.503630449451,0.5,0.5,-0.01,14,True,bottom_up
can cat's,0.508537946429,0.491462053571,0.5,0.5,0.02,1,False,top_down
can children,0.494417285292,0.505582714708,0.5,0.5,-0.01,3,True,bottom_up
can credit,0.515688949523,0.484311050477,0.5,0.5,0.03,2,False,top_down
can crows,0.484922802519,0.515077197481,0.5,0.5,-0.03,2,False,bottom_up
can cumulus,0.494885071988,0.505114928012,0.5,0.5,-0.01,2,False,bottom_up
can disk,0.457894898304,0.542105101696,0.5,0.5,-0.08,2,False,bottom_up
can dogs,0.508436944938,0.491563055062,0.5,0.5,0.02,4,True,top_down
can elephants,0.506937561943,0.493062438057,0.5,0.5,0.01,1,False,top_down
can fishing,0.514435960965,0.485564039035,0.5,0.5,0.03,2,False,top_down
can four,0.484322881921,0.515677118079,0.5,0.5,-0.03,1,False,bottom_up
can half,0.49791048392,0.50208951608,0.5,0.5,-0.0,1,False,bottom_up
can he,0.506377480757,0.493622519243,0.5,0.5,0.01,38,True,top_down
can her,0.499708414806,0.500291585194,0.5,0.5,-0.0,4,True,bottom_up
can his,0.507972665148,0.492027334852,0.5,0.5,0.02,2,False,top_down
can horses,0.496357491551,0.503642508449,0.5,0.5,-0.01,1,False,bottom_up
can i,0.504630603876,0.495369396124,0.5,0.5,0.01,63,True,top_down
can ice,0.498966274712,0.501033725288,0.5,0.5,-0.0,2,False,bottom_up
can it,0.49606344463,0.50393655537,0.5,0.5,-0.01,1,False,bottom_up
can juice,0.490285326087,0.509714673913,0.5,0.5,-0.02,1,False,bottom_up
can kids,0.503047676524,0.496952323476,0.5,0.5,0.01,2,False,top_down
can kites,0.492410966228,0.507589033772,0.5,0.5,-0.02,2,False,bottom_up
can light,0.484893943623,0.515106056377,0.5,0.5,-0.03,2,False,bottom_up
can many,0.487685740087,0.512314259913,0.5,0.5,-0.02,2,False,bottom_up
can more,0.49769826121,0.50230173879,0.5,0.5,-0.0,18,True,bottom_up
can music,0.531138715195,0.468861284805,0.5,0.5,0.06,2,False,top_down
can night,0.489103531542,0.510896468458,0.5,0.5,-0.02,2,False,bottom_up
can one,0.500215069884,0.499784930116,0.5,0.5,0.0,39,True,top_down
can parrot,0.499624992788,0.500375007212,0.5,0.5,-0.0,1,False,bottom_up
can part,0.507909397747,0.492090602253,0.5,0.5,0.02,2,False,top_down
can passengers,0.501222061719,0.498777938281,0.5,0.5,0.0,10,True,top_down
can pedestrians,0.504221701774,0.495778298226,0.5,0.5,0.01,10,True,top_down
can people,0.496526904398,0.503473095602,0.5,0.5,-0.01,60,True,bottom_up
can pineapple,0.510750341064,0.489249658936,0.5,0.5,0.02,2,False,top_down
can ramen,0.516055912354,0.483944087646,0.5,0.5,0.03,1,False,top_down
can see,0.503827060054,0.496172939946,0.5,0.5,0.01,4,True,top_down
can shadows,0.454935622318,0.545064377682,0.5,0.5,-0.09,2,False,bottom_up
can she,0.509983002111,0.490016997889,0.5,0.5,0.02,21,True,top_down
can sky,0.474581568164,0.525418431836,0.5,0.5,-0.05,2,False,bottom_up
can small,0.486732796032,0.513267203968,0.5,0.5,-0.03,2,False,bottom_up
can someone,0.505403569536,0.494596430464,0.5,0.5,0.01,42,True,top_down
can teddy,0.506082263403,0.493917736597,0.5,0.5,0.01,3,True,top_down
can that,0.502909635049,0.497090364951,0.5,0.5,0.01,13,True,top_down
can the,0.496870740872,0.503129259128,0.5,0.5,-0.01,616,True,bottom_up
can their,0.513293004498,0.486706995502,0.5,0.5,0.03,2,False,top_down
can these,0.496467963509,0.503532036491,0.5,0.5,-0.01,101,True,bottom_up
can they,0.499740231958,0.500259768042,0.5,0.5,-0.0,23,True,bottom_up
can thing,0.4724609375,0.5275390625,0.5,0.5,-0.06,2,False,bottom_up
can this,0.494504878871,0.505495121129,0.5,0.5,-0.01,398,True,bottom_up
can those,0.481254575579,0.518745424421,0.5,0.5,-0.04,2,False,bottom_up
can three,0.498657868247,0.501342131753,0.5,0.5,-0.0,1,False,bottom_up
can traffic,0.502912125481,0.497087874519,0.5,0.5,0.01,7,True,top_down
can trees,0.459465684017,0.540534315983,0.5,0.5,-0.08,2,False,bottom_up
can trucks,0.477798703993,0.522201296007,0.5,0.5,-0.04,2,False,bottom_up
can two,0.50255119904,0.49744880096,0.5,0.5,0.01,14,True,top_down
can vegetarians,0.506766165601,0.493233834399,0.5,0.5,0.01,2,False,top_down
can water,0.48382345064,0.51617654936,0.5,0.5,-0.03,2,False,bottom_up
can we,0.49556965737,0.50443034263,0.5,0.5,-0.01,51,True,bottom_up
can what,0.480529379157,0.519470620843,0.5,0.5,-0.04,1,False,bottom_up
can women,0.525502367848,0.474497632152,0.5,0.5,0.05,2,False,top_down
can wood,0.480026154373,0.519973845627,0.5,0.5,-0.04,2,False,bottom_up
can you,0.496169186571,0.503830813429,0.5,0.5,-0.01,2600,True,bottom_up
can't the,0.493176035161,0.506823964839,0.5,0.5,-0.01,4,True,bottom_up
car are,0.506274131274,0.493725868726,0.5,0.5,0.01,1,False,top_down
checkerboard on,0.491761778083,0.508238221917,0.5,0.5,-0.02,2,False,bottom_up
cheese based,0.476886646762,0.523113353238,0.5,0.5,-0.05,2,False,bottom_up
clockwise or,0.468533544429,0.531466455571,0.5,0.5,-0.06,1,False,bottom_up
cloudy or,0.468010056663,0.531989943337,0.5,0.5,-0.06,4,True,bottom_up
color are,0.479941456824,0.520058543176,0.5,0.5,-0.04,2,False,bottom_up
color behind,0.491708901245,0.508291098755,0.5,0.5,-0.02,2,False,bottom_up
color blanket,0.497134373705,0.502865626295,0.5,0.5,-0.01,2,False,bottom_up
color is,0.487756893368,0.512243106632,0.5,0.5,-0.02,8,True,bottom_up
color of,0.490345055718,0.509654944282,0.5,0.5,-0.02,24,True,bottom_up
color on,0.511493851314,0.488506148686,0.5,0.5,0.02,2,False,top_down
color stripping,0.499899909919,0.500100090081,0.5,0.5,-0.0,2,False,bottom_up
colors are,0.486877076412,0.513122923588,0.5,0.5,-0.03,1,False,bottom_up
company name,0.489793591059,0.510206408941,0.5,0.5,-0.02,2,False,bottom_up
compared to,0.497608046108,0.502391953892,0.5,0.5,-0.0,4,True,bottom_up
computer is,0.50240939996,0.49759060004,0.5,0.5,0.0,1,False,top_down
considering the,0.4963931201,0.5036068799,0.5,0.5,-0.01,4,True,bottom_up
considering their,0.485272405138,0.514727594862,0.5,0.5,-0.03,2,False,bottom_up
considering where,0.507922030542,0.492077969458,0.5,0.5,0.02,2,False,top_down
could,0.501337673891,0.498662326109,0.5,0.5,0.0,2316,True,top_down
count how,0.476209804717,0.523790195283,0.5,0.5,-0.05,2,False,bottom_up
count the,0.493280390959,0.506719609041,0.5,0.5,-0.01,2,False,bottom_up
counting only,0.529794420583,0.470205579417,0.5,0.5,0.06,2,False,top_down
cross-country or,0.466437909423,0.533562090577,0.5,0.5,-0.07,2,False,bottom_up
cup is,0.488069198648,0.511930801352,0.5,0.5,-0.02,1,False,bottom_up
curly hair,0.558848913767,0.441151086233,0.5,0.5,0.12,2,False,top_down
dad is,0.521706919544,0.478293080456,0.5,0.5,0.04,1,False,top_down
daytime or,0.473397570172,0.526602429828,0.5,0.5,-0.05,3,True,bottom_up
delicious box,0.498491282968,0.501508717032,0.5,0.5,-0.0,1,False,bottom_up
delicious food,0.48051249888,0.51948750112,0.5,0.5,-0.04,1,False,bottom_up
describe the,0.508900596468,0.491099403532,0.5,0.5,0.02,6,True,top_down
desert or,0.405778440408,0.594221559592,0.5,0.5,-0.19,2,False,bottom_up
"did ""braden",0.505417520112,0.494582479888,0.5,0.5,0.01,2,False,top_down
did a,0.505660973369,0.494339026631,0.5,0.5,0.01,51,True,top_down
did adults,0.508949122265,0.491050877735,0.5,0.5,0.02,2,False,top_down
did all,0.509043308636,0.490956691364,0.5,0.5,0.02,4,True,top_down
did an,0.521366958583,0.478633041417,0.5,0.5,0.04,1,False,top_down
did any,0.499958263076,0.500041736924,0.5,0.5,-0.0,4,True,bottom_up
did anyone,0.509207558738,0.490792441262,0.5,0.5,0.02,15,True,top_down
did both,0.515567796326,0.484432203674,0.5,0.5,0.03,2,False,top_down
did early,0.512199523569,0.487800476431,0.5,0.5,0.02,2,False,top_down
did either,0.505281690141,0.494718309859,0.5,0.5,0.01,2,False,top_down
did everyone,0.495499636141,0.504500363859,0.5,0.5,-0.01,5,True,bottom_up
did everything,0.493429419245,0.506570580755,0.5,0.5,-0.01,1,False,bottom_up
did glass,0.512858678574,0.487141321426,0.5,0.5,0.03,2,False,top_down
"did goldilocks,",0.465747945604,0.534252054396,0.5,0.5,-0.07,2,False,bottom_up
did he,0.51093949464,0.48906050536,0.5,0.5,0.02,242,True,top_down
did her,0.517727828459,0.482272171541,0.5,0.5,0.04,2,False,top_down
did i,0.507687195005,0.492312804995,0.5,0.5,0.02,3,True,top_down
did it,0.501632002832,0.498367997168,0.5,0.5,0.0,35,True,top_down
did men,0.495939802477,0.504060197523,0.5,0.5,-0.01,2,False,bottom_up
did one,0.502526882658,0.497473117342,0.5,0.5,0.01,23,True,top_down
did other,0.504383664294,0.495616335706,0.5,0.5,0.01,1,False,top_down
did part,0.512363211093,0.487636788907,0.5,0.5,0.02,2,False,top_down
did pena,0.504772320541,0.495227679459,0.5,0.5,0.01,1,False,top_down
did people,0.47960042061,0.52039957939,0.5,0.5,-0.04,2,False,bottom_up
did pickles,0.513018290698,0.486981709302,0.5,0.5,0.03,2,False,top_down
did rapunzel,0.508847696234,0.491152303766,0.5,0.5,0.02,2,False,top_down
did she,0.509405731514,0.490594268486,0.5,0.5,0.02,88,True,top_down
did snow,0.502136752137,0.497863247863,0.5,0.5,0.0,2,False,top_down
did some,0.514825505117,0.485174494883,0.5,0.5,0.03,2,False,top_down
did somebody,0.504076656543,0.495923343457,0.5,0.5,0.01,8,True,top_down
did someone,0.503186767523,0.496813232477,0.5,0.5,0.01,232,True,top_down
did something,0.492486080329,0.507513919671,0.5,0.5,-0.02,4,True,bottom_up
did subway,0.505082498527,0.494917501473,0.5,0.5,0.01,1,False,top_down
did that,0.51272383127,0.48727616873,0.5,0.5,0.03,4,True,top_down
did the,0.504683794814,0.495316205186,0.5,0.5,0.01,1020,True,top_down
did their,0.502099245165,0.497900754835,0.5,0.5,0.0,3,True,top_down
did these,0.497679528622,0.502320471378,0.5,0.5,-0.0,44,True,bottom_up
did they,0.506027426321,0.493972573679,0.5,0.5,0.01,90,True,top_down
did this,0.50410844329,0.49589155671,0.5,0.5,0.01,211,True,top_down
did those,0.517059533643,0.482940466357,0.5,0.5,0.03,1,False,top_down
did two,0.502010946808,0.497989053192,0.5,0.5,0.0,2,False,top_down
did you,0.502615955306,0.497384044694,0.5,0.5,0.01,28,True,top_down
dinner or,0.479014143892,0.520985856108,0.5,0.5,-0.04,2,False,bottom_up
do,0.501433670333,0.498566329667,0.5,0.5,0.0,6901,True,top_down
do you,0.498013631631,0.501986368369,0.5,0.5,-0.0,2696,True,bottom_up
does the,0.502889543465,0.497110456535,0.5,0.5,0.01,9373,True,top_down
does this,0.500487467763,0.499512532237,0.5,0.5,0.0,6623,True,top_down
drywall or,0.507277347811,0.492722652189,0.5,0.5,0.01,1,False,top_down
during the,0.457679409792,0.542320590208,0.5,0.5,-0.08,1,False,bottom_up
during what,0.454445637904,0.545554362096,0.5,0.5,-0.09,18,True,bottom_up
during which,0.473105978625,0.526894021375,0.5,0.5,-0.05,7,True,bottom_up
each bench,0.476823449216,0.523176550784,0.5,0.5,-0.05,2,False,bottom_up
each person,0.519912251097,0.480087748903,0.5,0.5,0.04,2,False,top_down
east color,0.490014344036,0.509985655964,0.5,0.5,-0.02,2,False,bottom_up
eating fruits,0.485506041459,0.514493958541,0.5,0.5,-0.03,2,False,bottom_up
england's queen,0.476130389064,0.523869610936,0.5,0.5,-0.05,2,False,bottom_up
equipment for,0.472494581484,0.527505418516,0.5,0.5,-0.06,2,False,bottom_up
estimating from,0.468087977331,0.531912022669,0.5,0.5,-0.06,2,False,bottom_up
even after,0.476925230048,0.523074769952,0.5,0.5,-0.05,2,False,bottom_up
even though,0.484733154571,0.515266845429,0.5,0.5,-0.03,1,False,bottom_up
evening or,0.469866383407,0.530133616593,0.5,0.5,-0.06,2,False,bottom_up
