2049,sum_top_down,sum_bottom_up,count_top_down,count_bottom_up,diff,_count,over_median,winner
could he,0.508194505698,0.491805494302,0.5,0.5,0.02,8,True,top_down
could her,0.508098547063,0.491901452937,0.5,0.5,0.02,2,False,top_down
could it,0.497155030607,0.502844969393,0.5,0.5,-0.01,2,False,bottom_up
could one,0.499489665731,0.500510334269,0.5,0.5,-0.0,1,False,bottom_up
could she,0.510310392955,0.489689607045,0.5,0.5,0.02,3,True,top_down
could six,0.517675179268,0.482324820732,0.5,0.5,0.04,1,False,top_down
could someone,0.496675923588,0.503324076412,0.5,0.5,-0.01,3,True,bottom_up
could that,0.519867890097,0.480132109903,0.5,0.5,0.04,4,True,top_down
could the,0.505940133563,0.494059866437,0.5,0.5,0.01,101,True,top_down
could their,0.517420492968,0.482579507032,0.5,0.5,0.03,1,False,top_down
could there,0.51931840375,0.48068159625,0.5,0.5,0.04,4,True,top_down
could these,0.521043877609,0.478956122391,0.5,0.5,0.04,11,True,top_down
could they,0.512359377472,0.487640622528,0.5,0.5,0.02,23,True,top_down
could this,0.508957475794,0.491042524206,0.5,0.5,0.02,21,True,top_down
could those,0.508133472367,0.491866527633,0.5,0.5,0.02,1,False,top_down
could two,0.511776284531,0.488223715469,0.5,0.5,0.02,1,False,top_down
could you,0.504329326433,0.495670673567,0.5,0.5,0.01,11,True,top_down
did a,0.500465704796,0.499534295204,0.5,0.5,0.0,4,True,top_down
did all,0.498789131063,0.501210868937,0.5,0.5,-0.0,3,True,bottom_up
did any,0.507549717653,0.492450282347,0.5,0.5,0.02,1,False,top_down
did anyone,0.490366594197,0.509633405803,0.5,0.5,-0.02,2,False,bottom_up
did both,0.501983835415,0.498016164585,0.5,0.5,0.0,1,False,top_down
did grandma,0.511936795099,0.488063204901,0.5,0.5,0.02,1,False,top_down
did grandpa,0.50029161912,0.49970838088,0.5,0.5,0.0,2,False,top_down
did he,0.508434950345,0.491565049655,0.5,0.5,0.02,30,True,top_down
did her,0.505213978696,0.494786021304,0.5,0.5,0.01,2,False,top_down
did it,0.499428530609,0.500571469391,0.5,0.5,-0.0,2,False,bottom_up
did one,0.513195251,0.486804749,0.5,0.5,0.03,2,False,top_down
did people,0.476739482201,0.523260517799,0.5,0.5,-0.05,1,False,bottom_up
did she,0.509442571243,0.490557428757,0.5,0.5,0.02,30,True,top_down
did somebody,0.489349807122,0.510650192878,0.5,0.5,-0.02,5,True,bottom_up
did someone,0.502645517489,0.497354482511,0.5,0.5,0.01,22,True,top_down
did something,0.518656272821,0.481343727179,0.5,0.5,0.04,4,True,top_down
did the,0.506198361581,0.493801638419,0.5,0.5,0.01,481,True,top_down
did this,0.503970089423,0.496029910577,0.5,0.5,0.01,6,True,top_down
did you,0.510767050101,0.489232949899,0.5,0.5,0.02,1,False,top_down
do,0.502358582886,0.497641417114,0.5,0.5,0.0,402,True,top_down
do the,0.507309916214,0.492690083786,0.5,0.5,0.01,823,True,top_down
does,0.507066130019,0.492933869981,0.5,0.5,0.01,602,True,top_down
does the,0.506278982679,0.493721017321,0.5,0.5,0.01,2100,True,top_down
even though,0.470339431109,0.529660568891,0.5,0.5,-0.06,1,False,bottom_up
everyone has,0.498049963107,0.501950036893,0.5,0.5,-0.0,1,False,bottom_up
for how,0.537503135714,0.462496864286,0.5,0.5,0.08,1,False,top_down
for the,0.516760502382,0.483239497618,0.5,0.5,0.03,1,False,top_down
from the,0.504671201814,0.495328798186,0.5,0.5,0.01,1,False,top_down
given adequate,0.532899246059,0.467100753941,0.5,0.5,0.07,1,False,top_down
given that,0.517239394463,0.482760605537,0.5,0.5,0.03,1,False,top_down
goes the,0.545963289061,0.454036710939,0.5,0.5,0.09,1,False,top_down
"grandma, granddaughter,",0.505566801619,0.494433198381,0.5,0.5,0.01,1,False,top_down
gray shirt,0.490119912177,0.509880087823,0.5,0.5,-0.02,1,False,bottom_up
had the,0.534984984985,0.465015015015,0.5,0.5,0.07,1,False,top_down
hair color,0.490741281617,0.509258718383,0.5,0.5,-0.02,1,False,bottom_up
has a,0.500853794971,0.499146205029,0.5,0.5,0.0,1,False,top_down
has an,0.479002524287,0.520997475713,0.5,0.5,-0.04,1,False,bottom_up
has any,0.46918195681,0.53081804319,0.5,0.5,-0.06,1,False,bottom_up
has anyone,0.48368161836,0.51631838164,0.5,0.5,-0.03,4,True,bottom_up
has anything,0.512991215904,0.487008784096,0.5,0.5,0.03,1,False,top_down
has dinner,0.481785170435,0.518214829565,0.5,0.5,-0.04,1,False,bottom_up
has he,0.51071435744,0.48928564256,0.5,0.5,0.02,3,True,top_down
has it,0.499574920298,0.500425079702,0.5,0.5,-0.0,1,False,bottom_up
has she,0.507558005215,0.492441994785,0.5,0.5,0.02,4,True,top_down
has somebody,0.519423190112,0.480576809888,0.5,0.5,0.04,1,False,top_down
has someone,0.511297544907,0.488702455093,0.5,0.5,0.02,1,False,top_down
has something,0.485487560766,0.514512439234,0.5,0.5,-0.03,1,False,bottom_up
has the,0.50181952047,0.49818047953,0.5,0.5,0.0,125,True,top_down
has this,0.503514631488,0.496485368512,0.5,0.5,0.01,18,True,top_down
have all,0.495593269721,0.504406730279,0.5,0.5,-0.01,2,False,bottom_up
have any,0.494438696327,0.505561303673,0.5,0.5,-0.01,1,False,bottom_up
have her,0.490372860636,0.509627139364,0.5,0.5,-0.02,1,False,bottom_up
have people,0.508377277885,0.491622722115,0.5,0.5,0.02,1,False,top_down
have the,0.503905333855,0.496094666145,0.5,0.5,0.01,17,True,top_down
have these,0.515663821973,0.484336178027,0.5,0.5,0.03,2,False,top_down
have they,0.498966756317,0.501033243683,0.5,0.5,-0.0,14,True,bottom_up
have trees,0.514141963557,0.485858036443,0.5,0.5,0.03,1,False,top_down
her shirt,0.537749925395,0.462250074605,0.5,0.5,0.08,1,False,top_down
here is,0.519770248897,0.480229751103,0.5,0.5,0.04,1,False,top_down
how,0.516307416734,0.483692583266,0.5,0.5,0.03,762,True,top_down
how many,0.528788350844,0.471211649156,0.5,0.5,0.06,8888,True,top_down
how many animals are,0.531874542062,0.468125457938,0.5,0.5,0.06,291,True,top_down
how many birds are,0.530932397894,0.469067602106,0.5,0.5,0.06,277,True,top_down
how many bushes,0.537263970487,0.462736029513,0.5,0.5,0.07,342,True,top_down
how many clouds are,0.518885279707,0.481114720293,0.5,0.5,0.04,388,True,top_down
how many people are,0.511687652923,0.488312347077,0.5,0.5,0.02,785,True,top_down
how many pictures,0.514711239825,0.485288760175,0.5,0.5,0.03,305,True,top_down
how many pillows,0.534153906189,0.465846093811,0.5,0.5,0.07,400,True,top_down
how many plants are,0.521436857798,0.478563142202,0.5,0.5,0.04,276,True,top_down
how many trees are,0.519402045249,0.480597954751,0.5,0.5,0.04,384,True,top_down
how many windows are,0.504462707758,0.495537292242,0.5,0.5,0.01,330,True,top_down
if 4,0.515507440227,0.484492559773,0.5,0.5,0.03,1,False,top_down
if a,0.51531217371,0.48468782629,0.5,0.5,0.03,7,True,top_down
if another,0.505762168095,0.494237831905,0.5,0.5,0.01,2,False,top_down
if both,0.50748636589,0.49251363411,0.5,0.5,0.01,1,False,top_down
"if closed,",0.49489539749,0.50510460251,0.5,0.5,-0.01,1,False,bottom_up
if dad,0.501231846473,0.498768153527,0.5,0.5,0.0,1,False,top_down
if he,0.5004238921,0.4995761079,0.5,0.5,0.0,1,False,top_down
if i,0.510648805482,0.489351194518,0.5,0.5,0.02,1,False,top_down
if it,0.503911994823,0.496088005177,0.5,0.5,0.01,1,False,top_down
if left,0.521810491762,0.478189508238,0.5,0.5,0.04,1,False,top_down
if she,0.509061409417,0.490938590583,0.5,0.5,0.02,2,False,top_down
if shelf,0.557879505393,0.442120494607,0.5,0.5,0.12,1,False,top_down
if some,0.513667696696,0.486332303304,0.5,0.5,0.03,1,False,top_down
if someone,0.506022707625,0.493977292375,0.5,0.5,0.01,1,False,top_down
if the,0.508372389954,0.491627610046,0.5,0.5,0.02,62,True,top_down
if these,0.521500132991,0.478499867009,0.5,0.5,0.04,1,False,top_down
if they,0.512905124592,0.487094875408,0.5,0.5,0.03,3,True,top_down
if this,0.516923972737,0.483076027263,0.5,0.5,0.03,16,True,top_down
if two,0.504102191297,0.495897808703,0.5,0.5,0.01,2,False,top_down
if you,0.507945736434,0.492054263566,0.5,0.5,0.02,7,True,top_down
in 1,0.518421938089,0.481578061911,0.5,0.5,0.04,1,False,top_down
in a,0.50956505187,0.49043494813,0.5,0.5,0.02,2,False,top_down
in aesop's,0.476213001757,0.523786998243,0.5,0.5,-0.05,1,False,bottom_up
in case,0.536822760686,0.463177239314,0.5,0.5,0.07,1,False,top_down
in the,0.499894296224,0.500105703776,0.5,0.5,-0.0,7,True,bottom_up
in this,0.524433893353,0.475566106647,0.5,0.5,0.05,2,False,top_down
in what,0.47340699954,0.52659300046,0.5,0.5,-0.05,14,True,bottom_up
in which,0.453808427585,0.546191572415,0.5,0.5,-0.09,2,False,bottom_up
indoors or,0.530589466341,0.469410533659,0.5,0.5,0.06,1,False,top_down
is,0.504290907908,0.495709092092,0.5,0.5,0.01,521,True,top_down
is anyone,0.484871597426,0.515128402574,0.5,0.5,-0.03,273,True,bottom_up
is he,0.505608139249,0.494391860751,0.5,0.5,0.01,418,True,top_down
is it,0.503430668937,0.496569331063,0.5,0.5,0.01,1378,True,top_down
is she,0.506358459853,0.493641540147,0.5,0.5,0.01,616,True,top_down
is that,0.507743117678,0.492256882322,0.5,0.5,0.02,385,True,top_down
is the,0.502005124965,0.497994875035,0.5,0.5,0.0,5078,True,top_down
is the baby,0.501274756944,0.498725243056,0.5,0.5,0.0,562,True,top_down
is the boy,0.503556013779,0.496443986221,0.5,0.5,0.01,1338,True,top_down
is the cat,0.510515454558,0.489484545442,0.5,0.5,0.02,742,True,top_down
is the dog,0.508961136119,0.491038863881,0.5,0.5,0.02,1264,True,top_down
is the girl,0.503329128601,0.496670871399,0.5,0.5,0.01,1364,True,top_down
is the lady,0.507816687868,0.492183312132,0.5,0.5,0.02,560,True,top_down
is the little girl,0.503858731824,0.496141268176,0.5,0.5,0.01,393,True,top_down
is the man,0.506612840711,0.493387159289,0.5,0.5,0.01,1877,True,top_down
is the old man,0.506779968986,0.493220031014,0.5,0.5,0.01,242,True,top_down
is the sun,0.499806723108,0.500193276892,0.5,0.5,-0.0,458,True,bottom_up
is the tv,0.49685697388,0.50314302612,0.5,0.5,-0.01,302,True,bottom_up
is the woman,0.504577288336,0.495422711664,0.5,0.5,0.01,2031,True,top_down
is the young,0.509169215922,0.490830784078,0.5,0.5,0.02,349,True,top_down
is there,0.504364140173,0.495635859827,0.5,0.5,0.01,526,True,top_down
is there a,0.499656664795,0.500343335205,0.5,0.5,-0.0,2686,True,bottom_up
is this,0.503684205394,0.496315794606,0.5,0.5,0.01,802,True,top_down
is this a,0.503708530159,0.496291469841,0.5,0.5,0.01,359,True,top_down
it appears,0.515036423635,0.484963576365,0.5,0.5,0.03,1,False,top_down
it's the,0.528761312217,0.471238687783,0.5,0.5,0.06,2,False,top_down
judging by,0.508143125265,0.491856874735,0.5,0.5,0.02,1,False,top_down
lady walking,0.496443411508,0.503556588492,0.5,0.5,-0.01,1,False,bottom_up
laughing at,0.558327351041,0.441672648959,0.5,0.5,0.12,1,False,top_down
list all,0.535014005602,0.464985994398,0.5,0.5,0.07,1,False,top_down
looking at,0.495892082725,0.504107917275,0.5,0.5,-0.01,3,True,bottom_up
looking out,0.500052692591,0.499947307409,0.5,0.5,0.0,1,False,top_down
male or,0.496353130624,0.503646869376,0.5,0.5,-0.01,1,False,bottom_up
man or,0.495829626335,0.504170373665,0.5,0.5,-0.01,1,False,bottom_up
many people,0.507096627683,0.492903372317,0.5,0.5,0.01,1,False,top_down
many scooters,0.537822509785,0.462177490215,0.5,0.5,0.08,1,False,top_down
might a,0.52179339034,0.47820660966,0.5,0.5,0.04,1,False,top_down
might it,0.479095591678,0.520904408322,0.5,0.5,-0.04,1,False,bottom_up
might one,0.541398672792,0.458601327208,0.5,0.5,0.08,1,False,top_down
might she,0.507188181638,0.492811818362,0.5,0.5,0.01,1,False,top_down
might that,0.5002027164,0.4997972836,0.5,0.5,0.0,1,False,top_down
might the,0.511085547656,0.488914452344,0.5,0.5,0.02,9,True,top_down
might they,0.520936993347,0.479063006653,0.5,0.5,0.04,1,False,top_down
name one,0.532680136319,0.467319863681,0.5,0.5,0.07,1,False,top_down
name the,0.542418540508,0.457581459492,0.5,0.5,0.08,12,True,top_down
name three,0.561382139881,0.438617860119,0.5,0.5,0.12,1,False,top_down
name what,0.52239635434,0.47760364566,0.5,0.5,0.04,1,False,top_down
no it's,0.494738424534,0.505261575466,0.5,0.5,-0.01,1,False,bottom_up
no sitting,0.511587557318,0.488412442682,0.5,0.5,0.02,1,False,top_down
of the,0.518044796733,0.481955203267,0.5,0.5,0.04,1,False,top_down
"on average,",0.555400920672,0.444599079328,0.5,0.5,0.11,1,False,top_down
on is,0.530177087098,0.469822912902,0.5,0.5,0.06,2,False,top_down
on the,0.528982322026,0.471017677974,0.5,0.5,0.06,4,True,top_down
on what,0.474720378998,0.525279621002,0.5,0.5,-0.05,4,True,bottom_up
on which,0.459468518967,0.540531481033,0.5,0.5,-0.08,3,True,bottom_up
one little,0.51699807569,0.48300192431,0.5,0.5,0.03,1,False,top_down
orange and,0.535745153723,0.464254846277,0.5,0.5,0.07,1,False,top_down
other than,0.511123168747,0.488876831253,0.5,0.5,0.02,2,False,top_down
pick one,0.544525989256,0.455474010744,0.5,0.5,0.09,1,False,top_down
should a,0.493331757964,0.506668242036,0.5,0.5,-0.01,9,True,bottom_up
should books,0.502929014473,0.497070985527,0.5,0.5,0.01,1,False,top_down
should cat,0.511362998709,0.488637001291,0.5,0.5,0.02,1,False,top_down
should cats,0.513505561113,0.486494438887,0.5,0.5,0.03,1,False,top_down
should children,0.498973832735,0.501026167265,0.5,0.5,-0.0,1,False,bottom_up
should dogs,0.499381894256,0.500618105744,0.5,0.5,-0.0,1,False,bottom_up
should he,0.507626583231,0.492373416769,0.5,0.5,0.02,8,True,top_down
should people,0.534175379223,0.465824620777,0.5,0.5,0.07,1,False,top_down
should she,0.514009144376,0.485990855624,0.5,0.5,0.03,6,True,top_down
should someone,0.489809824692,0.510190175308,0.5,0.5,-0.02,2,False,bottom_up
should that,0.494517817094,0.505482182906,0.5,0.5,-0.01,1,False,bottom_up
should the,0.503358498067,0.496641501933,0.5,0.5,0.01,107,True,top_down
should there,0.513099191574,0.486900808426,0.5,0.5,0.03,2,False,top_down
should these,0.527911551245,0.472088448755,0.5,0.5,0.06,1,False,top_down
should they,0.511429010088,0.488570989912,0.5,0.5,0.02,7,True,top_down
should this,0.493525661327,0.506474338673,0.5,0.5,-0.01,11,True,bottom_up
shouldn't the,0.494575408519,0.505424591481,0.5,0.5,-0.01,1,False,bottom_up
shouldn't this,0.506015037594,0.493984962406,0.5,0.5,0.01,1,False,top_down
since the,0.530468035581,0.469531964419,0.5,0.5,0.06,1,False,top_down
something flying,0.514534140312,0.485465859688,0.5,0.5,0.03,1,False,top_down
"statistically speaking,",0.521591871296,0.478408128704,0.5,0.5,0.04,1,False,top_down
that are,0.507150715072,0.492849284928,0.5,0.5,0.01,1,False,top_down
that is,0.519160305344,0.480839694656,0.5,0.5,0.04,1,False,top_down
the ball,0.500688942473,0.499311057527,0.5,0.5,0.0,1,False,top_down
the bench,0.499287368609,0.500712631391,0.5,0.5,-0.0,1,False,bottom_up
the bicycle,0.521183778879,0.478816221121,0.5,0.5,0.04,1,False,top_down
the book,0.536966752695,0.463033247305,0.5,0.5,0.07,1,False,top_down
the bookshelf,0.52103879027,0.47896120973,0.5,0.5,0.04,1,False,top_down
the boy,0.51393728223,0.48606271777,0.5,0.5,0.03,2,False,top_down
the boys,0.516600594648,0.483399405352,0.5,0.5,0.03,1,False,top_down
the cat,0.513906031433,0.486093968567,0.5,0.5,0.03,2,False,top_down
the curtains,0.493153668164,0.506846331836,0.5,0.5,-0.01,5,True,bottom_up
the dog,0.523941101618,0.476058898382,0.5,0.5,0.05,2,False,top_down
the door,0.492789084314,0.507210915686,0.5,0.5,-0.01,2,False,bottom_up
the fire,0.51748441312,0.48251558688,0.5,0.5,0.03,2,False,top_down
the girl,0.52284123526,0.47715876474,0.5,0.5,0.05,2,False,top_down
the grass,0.488984649906,0.511015350094,0.5,0.5,-0.02,2,False,bottom_up
the lady,0.527574918157,0.472425081843,0.5,0.5,0.06,1,False,top_down
the man,0.514052930884,0.485947069116,0.5,0.5,0.03,5,True,top_down
the older,0.512089106221,0.487910893779,0.5,0.5,0.02,1,False,top_down
the picture,0.521289698249,0.478710301751,0.5,0.5,0.04,2,False,top_down
the rocks,0.550244242847,0.449755757153,0.5,0.5,0.1,1,False,top_down
the shirt,0.517513814678,0.482486185322,0.5,0.5,0.04,1,False,top_down
the sidewalk,0.517804698972,0.482195301028,0.5,0.5,0.04,1,False,top_down
the skateboards,0.582912457912,0.417087542088,0.5,0.5,0.17,1,False,top_down
the tallest,0.500531591738,0.499468408262,0.5,0.5,0.0,1,False,top_down
the tv,0.489312104152,0.510687895848,0.5,0.5,-0.02,1,False,bottom_up
the two,0.535666836995,0.464333163005,0.5,0.5,0.07,2,False,top_down
the water,0.480660824915,0.519339175085,0.5,0.5,-0.04,1,False,bottom_up
the window,0.498649864986,0.501350135014,0.5,0.5,-0.0,1,False,bottom_up
the windows,0.506889050036,0.493110949964,0.5,0.5,0.01,3,True,top_down
the woman,0.493190537084,0.506809462916,0.5,0.5,-0.01,2,False,bottom_up
the woman's,0.521826872013,0.478173127987,0.5,0.5,0.04,2,False,top_down
the yellow,0.50573388203,0.49426611797,0.5,0.5,0.01,1,False,top_down
their outfits,0.545013279604,0.454986720396,0.5,0.5,0.09,1,False,top_down
there are,0.522903931105,0.477096068895,0.5,0.5,0.05,8,True,top_down
there is,0.512094540531,0.487905459469,0.5,0.5,0.02,4,True,top_down
these two,0.522281408341,0.477718591659,0.5,0.5,0.04,1,False,top_down
they can't,0.538392050587,0.461607949413,0.5,0.5,0.08,1,False,top_down
this cat,0.513080653395,0.486919346605,0.5,0.5,0.03,1,False,top_down
this is,0.531398527865,0.468601472135,0.5,0.5,0.06,2,False,top_down
this looks,0.533763654419,0.466236345581,0.5,0.5,0.07,1,False,top_down
this picture,0.502792220297,0.497207779703,0.5,0.5,0.01,1,False,top_down
this the,0.500547270488,0.499452729512,0.5,0.5,0.0,1,False,top_down
to the,0.524720444476,0.475279555524,0.5,0.5,0.05,1,False,top_down
to walk,0.495006692062,0.504993307938,0.5,0.5,-0.01,1,False,bottom_up
to what,0.462899490505,0.537100509495,0.5,0.5,-0.07,1,False,bottom_up
to which,0.48179493961,0.51820506039,0.5,0.5,-0.04,1,False,bottom_up
to whom,0.512856872755,0.487143127245,0.5,0.5,0.03,1,False,top_down
two green,0.512368889768,0.487631110232,0.5,0.5,0.02,1,False,top_down
under what,0.554131316857,0.445868683143,0.5,0.5,0.11,1,False,top_down
using the,0.505560565074,0.494439434926,0.5,0.5,0.01,1,False,top_down
was a,0.506982207335,0.493017792665,0.5,0.5,0.01,2,False,top_down
was he,0.510838802914,0.489161197086,0.5,0.5,0.02,2,False,top_down
was her,0.484773031986,0.515226968014,0.5,0.5,-0.03,1,False,bottom_up
was it,0.506200676437,0.493799323563,0.5,0.5,0.01,2,False,top_down
was someone,0.518275321053,0.481724678947,0.5,0.5,0.04,2,False,top_down
was that,0.50597565062,0.49402434938,0.5,0.5,0.01,1,False,top_down
was the,0.514617880816,0.485382119184,0.5,0.5,0.03,27,True,top_down
was there,0.516701231081,0.483298768919,0.5,0.5,0.03,4,True,top_down
was this,0.507945071113,0.492054928887,0.5,0.5,0.02,4,True,top_down
weird perspective,0.487427466151,0.512572533849,0.5,0.5,-0.03,1,False,bottom_up
were her,0.507407407407,0.492592592593,0.5,0.5,0.01,1,False,top_down
were the,0.507026479703,0.492973520297,0.5,0.5,0.01,4,True,top_down
were there,0.496677661456,0.503322338544,0.5,0.5,-0.01,1,False,bottom_up
were these,0.512542620555,0.487457379445,0.5,0.5,0.03,1,False,top_down
were they,0.5128304403,0.4871695597,0.5,0.5,0.03,3,True,top_down
what,0.520069537269,0.479930462731,0.5,0.5,0.04,3625,True,top_down
what animal is,0.51057198784,0.48942801216,0.5,0.5,0.02,511,True,top_down
what are the,0.52403126623,0.47596873377,0.5,0.5,0.05,965,True,top_down
what are they,0.522882291381,0.477117708619,0.5,0.5,0.05,456,True,top_down
what color,0.500319742083,0.499680257917,0.5,0.5,0.0,434,True,top_down
what color are the,0.51268899953,0.48731100047,0.5,0.5,0.03,1143,True,top_down
what color is,0.495405907449,0.504594092551,0.5,0.5,-0.01,260,True,bottom_up
what color is the,0.501277154826,0.498722845174,0.5,0.5,0.0,6289,True,top_down
what is,0.528896151696,0.471103848304,0.5,0.5,0.06,3199,True,top_down
what is in the,0.531169869229,0.468830130771,0.5,0.5,0.06,1101,True,top_down
what is on the,0.537971634518,0.462028365482,0.5,0.5,0.08,1821,True,top_down
what is the,0.515876117641,0.484123882359,0.5,0.5,0.03,2623,True,top_down
what is the baby,0.512254232608,0.487745767392,0.5,0.5,0.02,247,True,top_down
what is the boy,0.513822833613,0.486177166387,0.5,0.5,0.03,884,True,top_down
what is the cat,0.51273018433,0.48726981567,0.5,0.5,0.03,420,True,top_down
what is the dog,0.525501173372,0.474498826628,0.5,0.5,0.05,608,True,top_down
what is the girl,0.516456161937,0.483543838063,0.5,0.5,0.03,853,True,top_down
what is the lady,0.516843938909,0.483156061091,0.5,0.5,0.03,410,True,top_down
what is the little,0.510241489654,0.489758510346,0.5,0.5,0.02,319,True,top_down
what is the man,0.518203759527,0.481796240473,0.5,0.5,0.04,1088,True,top_down
what is the woman,0.514470727107,0.485529272893,0.5,0.5,0.03,997,True,top_down
what kind of,0.513778429896,0.486221570104,0.5,0.5,0.03,1133,True,top_down
what type of,0.518453554546,0.481546445454,0.5,0.5,0.04,678,True,top_down
when closed,0.488022648084,0.511977351916,0.5,0.5,-0.02,1,False,bottom_up
when did,0.534863445591,0.465136554409,0.5,0.5,0.07,5,True,top_down
when is,0.538051103269,0.461948896731,0.5,0.5,0.08,4,True,top_down
when the,0.515609795654,0.484390204346,0.5,0.5,0.03,2,False,top_down
when these,0.537133396405,0.462866603595,0.5,0.5,0.07,1,False,top_down
when using,0.561084043849,0.438915956151,0.5,0.5,0.12,1,False,top_down
when was,0.526107752607,0.473892247393,0.5,0.5,0.05,3,True,top_down
when will,0.5184257285,0.4815742715,0.5,0.5,0.04,12,True,top_down
when you,0.517976880367,0.482023119633,0.5,0.5,0.04,2,False,top_down
where are,0.514003248927,0.485996751073,0.5,0.5,0.03,23,True,top_down
where are the,0.517520767611,0.482479232389,0.5,0.5,0.04,495,True,top_down
where can,0.521826440596,0.478173559404,0.5,0.5,0.04,26,True,top_down
where color,0.505398735153,0.494601264847,0.5,0.5,0.01,1,False,top_down
where could,0.512734547785,0.487265452215,0.5,0.5,0.03,8,True,top_down
where did,0.518657051976,0.481342948024,0.5,0.5,0.04,19,True,top_down
where direction,0.472627215552,0.527372784448,0.5,0.5,-0.05,1,False,bottom_up
where do,0.546132999966,0.453867000034,0.5,0.5,0.09,11,True,top_down
where does,0.516486359538,0.483513640462,0.5,0.5,0.03,29,True,top_down
where else,0.518926236208,0.481073763792,0.5,0.5,0.04,3,True,top_down
where has,0.519556248579,0.480443751421,0.5,0.5,0.04,5,True,top_down
where in,0.491909067086,0.508090932914,0.5,0.5,-0.02,2,False,bottom_up
where is,0.511097825275,0.488902174725,0.5,0.5,0.02,86,True,top_down
where is the,0.50242031396,0.49757968604,0.5,0.5,0.0,3959,True,top_down
where it,0.566514111365,0.433485888635,0.5,0.5,0.13,1,False,top_down
