_q_type,sum_bottom_up,count_bottom_up,_count,winner,my_score,base_score,above_median,o_top_down,o_bottom_up,_diff,diff_score,percen
all this,0.480588757157,0.5,2,top_down,0.0,0.6,False,1015.33456136,939.445153844,0.0388224856852,-0.6,0.0
am i,0.51181956278,0.5,2,bottom_up,0.6,0.6,False,2014.63041479,2112.18471583,-0.0236391255608,0.0,0.0
an afternoon,0.496754489464,0.5,2,top_down,2.0,2.0,False,1406.16293035,1388.02579247,0.00649102107236,0.0,0.0
android or,0.464647891903,0.5,2,top_down,1.0,1.0,False,1940.50237358,1684.21927079,0.0707042161933,0.0,0.0
animal creature,0.528295398896,0.5,2,bottom_up,1.5,1.9,False,1439.23858362,1611.90524718,-0.0565907977913,-0.4,0.0
animals raising,0.506948673097,0.5,1,bottom_up,1.0,1.0,False,573.05041646,589.202649685,-0.0138973461938,0.0,0.0
another topping,0.560685775539,0.5,2,bottom_up,1.0,2.0,False,1084.21978127,1383.76263519,-0.121371551077,-1.0,0.0
any animals,0.520490963711,0.5,2,bottom_up,2.0,2.0,False,1469.84391063,1595.46622827,-0.0409819274224,0.0,0.0
any arms,0.48043863244,0.5,2,top_down,1.0,2.0,False,1664.86774747,1539.50396186,0.0391227351198,-1.0,0.0
any brick,0.475152426113,0.5,2,top_down,2.0,2.0,False,1716.90543656,1554.34039172,0.0496951477748,0.0,0.0
any brown,0.516770559217,0.5,2,bottom_up,2.0,2.0,False,975.602706527,1043.31961937,-0.033541118434,0.0,0.0
any carrots,0.530772885466,0.5,2,bottom_up,2.0,2.0,False,1392.12341579,1574.72008637,-0.0615457709323,0.0,0.0
any cars,0.491077708682,0.5,2,top_down,2.0,2.0,False,1301.3695418,1255.73900699,0.0178445826363,0.0,0.0
any chains,0.503618665051,0.5,2,bottom_up,2.0,2.0,False,1439.97591368,1460.97102428,-0.00723733010254,0.0,0.0
any dogs,0.519781618577,0.5,2,bottom_up,2.0,2.0,False,1292.1234997,1398.57629374,-0.0395632371543,0.0,0.0
any green,0.527625371415,0.5,2,bottom_up,2.0,2.0,False,1441.18491228,1609.75141043,-0.0552507428298,0.0,0.0
any men,0.490589775473,0.5,2,top_down,2.0,2.0,False,1641.35840666,1580.71749138,0.0188204490537,0.0,0.0
any mirrors,0.474012094942,0.5,2,top_down,2.0,2.0,False,1301.00022257,1172.44110576,0.0519758101154,0.0,0.0
any of,0.488780678886,0.5,3,top_down,3.0,3.0,True,1750.746752,1673.90227767,0.0224386422282,0.0,0.001
any people,0.502263747999,0.5,10,bottom_up,10.0,10.0,True,7485.90575804,7553.99886605,-0.00452749599867,0.0,0.002
any plants,0.52223934649,0.5,2,bottom_up,2.0,2.0,False,1357.60939466,1484.00048821,-0.0444786929809,0.0,0.0
any snow,0.521663169148,0.5,1,bottom_up,1.0,1.0,False,711.162411953,775.577404186,-0.0433263382966,0.0,0.0
any visible,0.519867266732,0.5,2,bottom_up,2.0,2.0,False,1220.70694962,1321.72947481,-0.0397345334641,0.0,0.0
any water,0.528803126223,0.5,2,bottom_up,2.0,2.0,False,1456.58868159,1634.66417397,-0.0576062524464,0.0,0.0
anyone sitting,0.481340280935,0.5,2,top_down,2.0,2.0,False,1363.22568284,1265.13667639,0.0373194381301,0.0,0.0
anyone sleeping,0.502930347934,0.5,1,bottom_up,1.0,1.0,False,872.059169907,882.341176771,-0.0058606958688,0.0,0.0
anyone wearing,0.50178271964,0.5,2,bottom_up,2.0,2.0,False,1637.09165485,1648.80732816,-0.00356543927935,0.0,0.0
anyone women,0.47989932353,0.5,2,top_down,1.9,2.0,False,1275.02466927,1176.47121788,0.0402013529396,-0.1,0.0
approaching from,0.522866841078,0.5,2,bottom_up,2.0,2.0,False,1419.06508422,1555.08386704,-0.0457336821551,0.0,0.0
approximately how,0.515493018366,0.5,45,bottom_up,20.7,24.2,True,30072.9659711,31996.2448165,-0.0309860367311,-3.5,0.01
approximately what,0.510848312052,0.5,20,bottom_up,10.3,10.5,True,11592.4554768,12106.6459725,-0.0216966241037,-0.2,0.005
"approximately, what",0.468908744283,0.5,2,top_down,0.9,0.6,False,1330.60692295,1174.81358365,0.062182511435,0.3,0.0
are,0.498796609458,0.5,4849,top_down,4346.4,4647.5,True,3666738.64827,3649130.9517,0.0024067810845,-301.1,1.093
are the,0.50459390715,0.5,10764,bottom_up,9949.7,10373.1,True,8040976.61547,8190104.77719,-0.00918781429955,-423.4,2.426
are there,0.506851381994,0.5,5871,bottom_up,5668.2,5779.4,True,4389108.70302,4511065.69221,-0.0137027639877,-111.2,1.323
are there any,0.504813507188,0.5,2796,bottom_up,2723.0,2768.3,True,2013270.09327,2052410.45839,-0.0096270143767,-45.3,0.63
are these,0.503964865349,0.5,5785,bottom_up,5435.0,5633.7,True,4453436.39094,4524630.03993,-0.00792973069785,-198.7,1.304
are they,0.502460322591,0.5,3075,bottom_up,2856.7,2980.4,True,2377424.32782,2400936.94821,-0.00492064518169,-123.7,0.693
around how,0.526891399403,0.5,2,bottom_up,0.9,0.3,False,946.744489115,1054.37002861,-0.0537827988062,0.6,0.0
around what,0.527425991935,0.5,2,bottom_up,1.6,1.6,False,1146.87788883,1279.99677896,-0.0548519838692,0.0,0.0
around which,0.53235274821,0.5,2,bottom_up,0.0,0.0,False,1363.99404913,1552.72158196,-0.0647054964201,0.0,0.0
as a,0.48958878777,0.5,2,top_down,2.0,2.0,False,2114.21800732,2027.96765918,0.02082242446,0.0,0.0
aside from,0.518610102247,0.5,5,bottom_up,3.6,5.0,True,3466.79692278,3734.84345016,-0.037220204495,-1.4,0.001
assuming the,0.527653996575,0.5,2,bottom_up,1.0,1.0,False,1232.69671572,1377.03578287,-0.0553079931507,0.0,0.0
at most,0.549639239295,0.5,1,bottom_up,0.3,0.3,False,560.968735166,684.62986958,-0.0992784785908,0.0,0.0
at roughly,0.470196783485,0.5,4,top_down,2.5,2.2,True,2454.66354688,2178.49735204,0.0596064330299,0.3,0.001
at the,0.500296610302,0.5,1,bottom_up,1.0,1.0,False,940.46319171,941.579658307,-0.000593220604403,0.0,0.0
at these,0.503465572469,0.5,2,bottom_up,2.0,2.0,False,1103.097789,1118.49597739,-0.00693114493879,0.0,0.0
at this,0.499433621168,0.5,5,top_down,5.0,5.0,True,3795.80126532,3787.21154944,0.00113275766372,0.0,0.001
at what,0.490218421394,0.5,42,top_down,21.2,21.3,True,28884.1655156,27775.7192817,0.0195631572123,-0.1,0.009
at which,0.510056132423,0.5,15,bottom_up,8.6,8.3,True,9958.29741973,10367.0869329,-0.0201122648461,0.3,0.003
at whose,0.444481103036,0.5,2,top_down,0.0,0.6,False,1324.04385009,1059.39235222,0.111037793928,-0.6,0.0
bacon is,0.504692232135,0.5,2,bottom_up,2.0,2.0,False,1514.2790342,1542.96967548,-0.00938446427083,0.0,0.0
bacon lettuce,0.52456990467,0.5,1,bottom_up,1.0,1.0,False,694.264674209,766.022928592,-0.0491398093399,0.0,0.0
bags of,0.538957812074,0.5,1,bottom_up,0.0,0.0,False,716.550552018,837.646809489,-0.077915624148,0.0,0.0
balancing act,0.484846917944,0.5,1,top_down,1.0,1.0,False,704.831720963,663.36686993,0.0303061641117,0.0,0.0
baseball is,0.491964094597,0.5,2,top_down,2.0,2.0,False,1607.52730844,1556.67288163,0.0160718108053,0.0,0.0
based on,0.524375649434,0.5,71,bottom_up,56.6,56.1,True,52534.1680875,57918.89855,-0.0487512988676,0.5,0.016
bedroom or,0.502446565399,0.5,2,bottom_up,2.0,2.0,False,1624.92159668,1640.90169722,-0.00489313079825,0.0,0.0
before heading,0.537577500092,0.5,2,bottom_up,1.6,1.6,False,1595.24707049,1854.51385335,-0.075155000184,0.0,0.0
before or,0.484870065876,0.5,1,top_down,0.6,0.6,False,1021.36166268,961.3646264,0.0302598682483,0.0,0.0
behind the,0.494948207271,0.5,2,top_down,1.9,1.9,False,1524.92654814,1494.42031904,0.0101035854577,0.0,0.0
beside white,0.512885628601,0.5,2,bottom_up,2.0,2.0,False,1529.65801427,1610.58605177,-0.025771257203,0.0,0.0
besides admiring,0.509677792802,0.5,1,bottom_up,1.0,1.0,False,788.998370201,820.144268289,-0.0193555856038,0.0,0.0
"besides bananas,",0.491542390461,0.5,1,top_down,0.9,0.9,False,749.237975694,724.312545799,0.016915219079,0.0,0.0
"besides black,",0.499257376823,0.5,2,top_down,1.9,1.9,False,1576.74606169,1572.06929517,0.0014852463533,0.0,0.0
"besides books,",0.497112791753,0.5,2,top_down,0.0,1.0,False,1340.70827477,1325.31355434,0.00577441649461,-1.0,0.0
"besides busses,",0.509951615066,0.5,2,bottom_up,1.9,1.9,False,1791.99735017,1864.77901164,-0.0199032301324,0.0,0.0
"besides dirt,",0.516962943524,0.5,2,bottom_up,1.0,1.3,False,1143.6720545,1223.99733891,-0.0339258870488,-0.3,0.0
"besides eyebrows,",0.438140179692,0.5,2,top_down,1.6,2.0,False,1475.71733468,1150.76934641,0.123719640616,-0.4,0.0
besides his,0.505711601324,0.5,2,bottom_up,1.3,2.0,False,1454.88234735,1488.50526047,-0.0114232026478,-0.7,0.0
besides pizza,0.544553492708,0.5,2,bottom_up,1.0,1.6,False,999.350503448,1194.87096372,-0.0891069854157,-0.6,0.0
"besides pizza,",0.478660705486,0.5,2,top_down,1.0,1.9,False,1174.05405522,1077.9420394,0.0426785890285,-0.9,0.0
besides the,0.503269758192,0.5,8,bottom_up,6.0,6.6,True,5929.45533584,6007.5173644,-0.00653951638496,-0.6,0.002
"besides umbrellas,",0.494810717407,0.5,2,top_down,0.0,0.9,False,1566.11150242,1533.93744237,0.0103785651869,-0.9,0.0
"besides white,",0.525159913478,0.5,2,bottom_up,2.0,2.0,False,1418.23193439,1568.52502789,-0.0503198269562,0.0,0.0
"besides wood,",0.519049995057,0.5,2,bottom_up,1.0,1.9,False,1678.59602172,1811.57136464,-0.0380999901149,-0.9,0.0
besides zebras,0.568563978842,0.5,2,bottom_up,2.0,2.0,False,1198.77291018,1579.79181643,-0.137127957683,0.0,0.0
between both,0.491951524614,0.5,2,top_down,1.9,1.9,False,1293.60901516,1252.62245257,0.0160969507723,0.0,0.0
between the,0.536726771622,0.5,1,bottom_up,0.6,0.6,False,544.460710138,630.786804259,-0.0734535432439,0.0,0.0
between what,0.467123322208,0.5,1,top_down,0.0,0.0,False,858.228213403,752.328692481,0.0657533555847,0.0,0.0
between which,0.526339489578,0.5,2,bottom_up,0.0,0.0,False,1459.79738227,1622.15129226,-0.0526789791568,0.0,0.0
bike or,0.540245813867,0.5,1,bottom_up,1.0,1.0,False,882.579035889,1037.09687465,-0.080491627734,0.0,0.0
bird or,0.543161284001,0.5,1,bottom_up,1.0,1.0,False,854.465104103,1015.92169583,-0.0863225680019,0.0,0.0
black and,0.522324995811,0.5,9,bottom_up,9.0,9.0,True,5704.72082355,6237.96148874,-0.0446499916215,0.0,0.002
both horses,0.51788432958,0.5,1,bottom_up,0.3,1.0,False,866.835922718,931.147374451,-0.0357686591607,-0.7,0.0
brand of,0.467563276712,0.5,2,top_down,1.0,1.0,False,1423.13524552,1249.73682223,0.0648734465758,0.0,0.0
breakfast in,0.477788531008,0.5,2,top_down,2.0,2.0,False,1361.97870289,1246.11932591,0.0444229379842,0.0,0.0
brown is,0.539202900448,0.5,2,bottom_up,2.0,2.0,False,1173.70974018,1373.41944384,-0.0784058008958,0.0,0.0
bud is,0.501988679224,0.5,1,bottom_up,0.0,1.0,False,536.793479219,541.080570677,-0.00397735844778,-1.0,0.0
"by itself,",0.487868955273,0.5,2,top_down,1.0,1.6,False,1336.17733223,1272.87624105,0.0242620894535,-0.6,0.0
by looking,0.510438769092,0.5,2,bottom_up,1.2,1.2,False,1080.68351487,1126.76970372,-0.0208775381838,0.0,0.0
by standing,0.518656716403,0.5,1,bottom_up,1.0,1.0,False,746.682863361,804.565255821,-0.0373134328057,0.0,0.0
by the,0.516120710712,0.5,3,bottom_up,2.9,2.9,True,2258.48015338,2408.96522685,-0.032241421423,0.0,0.001
by this,0.482601255147,0.5,2,top_down,0.0,0.0,False,1105.41989905,1031.07523173,0.0347974897053,0.0,0.0
by which,0.482339492482,0.5,2,top_down,1.0,1.0,False,1662.31784086,1548.89455938,0.035321015037,0.0,0.0
cabinets hang,0.4741923909,0.5,2,top_down,2.0,2.0,False,1109.89244264,1000.94129851,0.0516152181999,0.0,0.0
can 100,0.510172326078,0.5,2,bottom_up,1.0,2.0,False,1227.6173282,1278.60556111,-0.0203446521558,-1.0,0.0
can 20,0.49719913087,0.5,1,top_down,1.0,1.0,False,732.227323025,724.069529231,0.00560173825918,0.0,0.0
can 50,0.493492949232,0.5,2,top_down,2.0,2.0,False,1334.12142613,1299.84274892,0.0130141015355,0.0,0.0
can a,0.493326145505,0.5,81,top_down,76.8,79.8,True,67329.1950307,65555.4889399,0.0133477089895,-3.0,0.018
can all,0.500910598026,0.5,7,bottom_up,6.9,6.9,True,5875.05969389,5896.49800831,-0.00182119605216,0.0,0.002
can an,0.493929690001,0.5,6,top_down,5.0,6.0,True,4740.51299496,4626.78815134,0.0121406199978,-1.0,0.001
can another,0.500484735081,0.5,2,bottom_up,2.0,2.0,False,1394.06093789,1396.76656188,-0.000969470162964,0.0,0.0
can any,0.508195074946,0.5,15,bottom_up,14.6,15.0,True,10495.3192105,10845.0917448,-0.0163901498917,-0.4,0.003
can anybody,0.500939979431,0.5,1,bottom_up,1.0,1.0,False,749.998390159,752.82363374,-0.00187995886144,0.0,0.0
can anymore,0.496181095421,0.5,2,top_down,1.3,2.0,False,1901.06710527,1872.24725032,0.0076378091585,-0.7,0.0
can anyone,0.501060053567,0.5,7,bottom_up,6.6,7.0,True,5179.35444213,5201.36267455,-0.00212010713495,-0.4,0.002
can anything,0.516516513348,0.5,2,bottom_up,2.0,2.0,False,1373.72251496,1467.57931414,-0.0330330266953,0.0,0.0
can apple,0.490524970094,0.5,2,top_down,2.0,2.0,False,1424.52704164,1371.54137785,0.0189500598114,0.0,0.0
can babies,0.491314346731,0.5,2,top_down,2.0,2.0,False,1717.39720309,1658.74913021,0.0173713065389,0.0,0.0
can baseball,0.497674500316,0.5,2,top_down,2.0,2.0,False,1670.56921528,1655.10152278,0.00465099936742,0.0,0.0
can both,0.495268038648,0.5,2,top_down,1.0,2.0,False,1249.78044456,1226.34656989,0.00946392270318,-1.0,0.0
can buses,0.50137599376,0.5,2,bottom_up,2.0,2.0,False,1674.19101318,1683.43114747,-0.00275198751971,0.0,0.0
can carry,0.502129310071,0.5,2,bottom_up,2.0,2.0,False,1394.23476286,1406.16058288,-0.00425862014166,0.0,0.0
can cars,0.502088028932,0.5,12,bottom_up,9.3,12.0,True,8498.78429338,8570.06479483,-0.00417605786352,-2.7,0.003
can children,0.505496810676,0.5,3,bottom_up,2.6,2.6,True,2458.22492254,2512.87531626,-0.0109936213514,0.0,0.001
can cumulus,0.505000774046,0.5,2,bottom_up,2.0,2.0,False,1567.87817027,1599.55742975,-0.0100015480911,0.0,0.0
can disk,0.542145829127,0.5,2,bottom_up,2.0,2.0,False,1492.44307403,1767.2041433,-0.0842916582549,0.0,0.0
can dogs,0.489953542844,0.5,3,top_down,3.0,3.0,True,2884.22612149,2770.60410235,0.0200929143125,0.0,0.001
can elephants,0.492830737586,0.5,1,top_down,1.0,1.0,False,716.4401864,696.18522191,0.0143385248282,0.0,0.0
can fishing,0.48552603071,0.5,2,top_down,2.0,2.0,False,2036.16037715,1921.59161555,0.0289479385804,0.0,0.0
can four,0.515251564096,0.5,1,bottom_up,1.0,1.0,False,871.185549557,926.00549848,-0.0305031281916,0.0,0.0
can half,0.502386504042,0.5,1,bottom_up,1.0,1.0,False,821.668752162,829.550032771,-0.00477300808404,0.0,0.0
can he,0.491071652116,0.5,19,top_down,17.5,19.0,True,15331.2311597,14793.3064564,0.0178566957677,-1.5,0.004
can her,0.497061244878,0.5,2,top_down,2.0,2.0,False,1403.40495603,1387.00429706,0.00587751024437,0.0,0.0
can his,0.492436264808,0.5,2,top_down,1.0,2.0,False,1314.22031934,1275.05119125,0.015127470385,-1.0,0.0
can horses,0.503812307299,0.5,1,bottom_up,1.0,1.0,False,660.373468813,670.52102641,-0.00762461459824,0.0,0.0
can i,0.494914457615,0.5,38,top_down,36.4,37.9,True,30810.1778334,30189.7424729,0.0101710847704,-1.5,0.009
can juice,0.51001253989,0.5,1,bottom_up,1.0,1.0,False,721.48985501,750.976103298,-0.0200250797797,0.0,0.0
can kites,0.507697953155,0.5,2,bottom_up,2.0,2.0,False,1657.47497389,1709.30967491,-0.0153959063091,0.0,0.0
can light,0.515096163782,0.5,2,bottom_up,2.0,2.0,False,1389.42559601,1475.9375796,-0.030192327564,0.0,0.0
can many,0.511899257244,0.5,2,bottom_up,1.0,2.0,False,1189.12069263,1247.09910477,-0.0237985144874,-1.0,0.0
can more,0.502502658976,0.5,12,bottom_up,10.9,11.0,True,8283.67012486,8367.01208344,-0.00500531795241,-0.1,0.003
can music,0.468980308799,0.5,2,top_down,1.9,1.9,False,1893.73758704,1672.49096987,0.062039382401,0.0,0.0
can night,0.510964813584,0.5,2,bottom_up,2.0,2.0,False,1620.12711147,1692.77788284,-0.0219296271673,0.0,0.0
can one,0.498058860636,0.5,18,top_down,17.2,17.9,True,12773.556893,12674.7594359,0.00388227872741,-0.7,0.004
can parrot,0.500093152297,0.5,1,bottom_up,1.0,1.0,False,865.982019038,866.30475202,-0.000186304593092,0.0,0.0
can part,0.492115050184,0.5,2,top_down,2.0,2.0,False,1249.52427374,1210.72636805,0.0157698996313,0.0,0.0
can passengers,0.500298945827,0.5,4,bottom_up,4.0,4.0,True,3271.43493274,3275.34920033,-0.000597891653129,0.0,0.001
can pedestrians,0.496506531546,0.5,6,top_down,4.9,5.9,True,4469.66289809,4407.63775849,0.00698693690791,-1.0,0.001
can people,0.505450906656,0.5,32,bottom_up,30.1,31.8,True,24692.986094,25237.3169363,-0.0109018133125,-1.7,0.007
can pineapple,0.489253492181,0.5,2,top_down,2.0,2.0,False,1871.15100864,1792.41003387,0.0214930156379,0.0,0.0
can ramen,0.483832899448,0.5,1,top_down,1.0,1.0,False,819.804767728,768.449824343,0.0323342011044,0.0,0.0
can see,0.499854775794,0.5,2,top_down,1.6,1.6,False,1694.51229446,1693.52824346,0.000290448411401,0.0,0.0
can shadows,0.545030045337,0.5,2,bottom_up,2.0,2.0,False,1123.87692457,1346.34536824,-0.0900600906733,0.0,0.0
can she,0.491886986682,0.5,9,top_down,8.2,9.0,True,8051.96198787,7794.83149473,0.0162260266358,-0.8,0.002
can sky,0.525452031477,0.5,2,bottom_up,2.0,2.0,False,1365.97377286,1512.49977137,-0.050904062954,0.0,0.0
can small,0.513291345968,0.5,2,bottom_up,2.0,2.0,False,1569.93596578,1655.68156285,-0.0265826919364,0.0,0.0
can someone,0.493018512581,0.5,22,top_down,21.3,22.0,True,18518.0306247,18008.0183224,0.0139629748377,-0.7,0.005
can teddy,0.493767298823,0.5,3,top_down,3.0,3.0,True,2401.52297994,2342.38821813,0.0124654023536,0.0,0.001
can that,0.497029891167,0.5,10,top_down,9.9,9.9,True,8153.28020344,8056.98768376,0.00594021766624,0.0,0.002
can the,0.502988543761,0.5,413,bottom_up,393.9,408.5,True,329586.914074,333550.544705,-0.00597708752264,-14.6,0.093
can their,0.4866166499,0.5,2,top_down,2.0,2.0,False,1654.52071531,1568.257575,0.0267667002007,0.0,0.0
can these,0.501922171618,0.5,69,bottom_up,67.4,67.6,True,56912.3914432,57351.661683,-0.00384434323671,-0.2,0.016
can they,0.500856083055,0.5,13,bottom_up,12.9,13.0,True,11529.0419834,11568.5889643,-0.00171216611005,-0.1,0.003
can thing,0.52751419831,0.5,2,bottom_up,2.0,2.0,False,1452.1525502,1621.27853493,-0.055028396619,0.0,0.0
can this,0.505602132867,0.5,279,bottom_up,266.0,274.9,True,222953.781811,228006.460199,-0.0112042657347,-8.9,0.063
can those,0.518791956487,0.5,2,bottom_up,2.0,2.0,False,1249.44609977,1347.03190306,-0.0375839129743,0.0,0.0
can three,0.501209895263,0.5,1,bottom_up,1.0,1.0,False,891.820942936,896.147451918,-0.00241979052563,0.0,0.0
can traffic,0.496986322556,0.5,3,top_down,3.0,3.0,True,2379.27348097,2350.76386725,0.00602735488711,0.0,0.001
can trees,0.540523074683,0.5,2,bottom_up,2.0,2.0,False,1196.6516408,1407.72645713,-0.0810461493654,0.0,0.0
can two,0.499331133104,0.5,7,top_down,7.0,7.0,True,5548.85366202,5534.02771707,0.00133773379276,0.0,0.002
can vegetarians,0.493140609766,0.5,2,top_down,1.3,2.0,False,1419.10526971,1380.69541871,0.0137187804678,-0.7,0.0
can water,0.516171031925,0.5,2,bottom_up,2.0,2.0,False,1806.89708897,1927.68105371,-0.0323420638499,0.0,0.0
can we,0.503855659504,0.5,33,bottom_up,29.8,32.5,True,23950.9260046,24323.1830594,-0.00771131900736,-2.7,0.007
can what,0.519575486083,0.5,1,bottom_up,0.9,1.0,False,692.887381874,749.352474341,-0.0391509721657,-0.1,0.0
can women,0.474537929374,0.5,2,top_down,2.0,2.0,False,1641.60726504,1482.51406894,0.0509241412529,0.0,0.0
can you,0.504032439723,0.5,1728,bottom_up,1618.2,1685.3,True,1341103.27806,1362910.82583,-0.00806487944615,-67.1,0.389
can't the,0.506899774301,0.5,4,bottom_up,4.0,4.0,True,3409.59069504,3505.00905029,-0.0137995486024,0.0,0.001
checkerboard on,0.508241742947,0.5,2,bottom_up,2.0,2.0,False,1145.70887301,1184.11244993,-0.0164834858939,0.0,0.0
cheese based,0.522987919379,0.5,2,bottom_up,1.9,1.2,False,1389.95920319,1523.92759267,-0.0459758387571,0.7,0.0
cloudy or,0.532001951699,0.5,4,bottom_up,4.0,4.0,True,3741.59934971,4253.30439677,-0.0640039033975,0.0,0.001
color are,0.520145312625,0.5,2,bottom_up,2.0,2.0,False,1278.29858934,1385.62993522,-0.0402906252496,0.0,0.0
color blanket,0.503298478018,0.5,2,bottom_up,1.6,1.6,False,1439.02302667,1458.1354538,-0.00659695603669,0.0,0.0
color is,0.510819633578,0.5,6,bottom_up,5.5,5.5,True,3610.62123197,3770.33982004,-0.0216392671562,0.0,0.001
color of,0.509356835741,0.5,18,bottom_up,14.2,14.7,True,11203.9372316,11631.2677559,-0.0187136714817,-0.5,0.004
color stripping,0.500262577605,0.5,2,bottom_up,0.3,0.9,False,998.183272006,999.232225161,-0.000525155210064,-0.6,0.0
colors are,0.513209077789,0.5,1,bottom_up,0.6,0.6,False,586.863088511,618.712163067,-0.026418155577,0.0,0.0
company name,0.510191985659,0.5,2,bottom_up,0.0,1.0,False,1288.7190757,1342.3507271,-0.0203839713188,-1.0,0.0
considering the,0.503504324147,0.5,4,bottom_up,4.0,4.0,True,3331.17168608,3378.19527943,-0.00700864829495,0.0,0.001
considering their,0.514650349487,0.5,2,bottom_up,2.0,2.0,False,1315.18465637,1394.582735,-0.0293006989739,0.0,0.0
considering where,0.492209983736,0.5,2,top_down,2.0,2.0,False,1947.4855935,1887.7327667,0.0155800325283,0.0,0.0
could,0.498674423456,0.5,1698,top_down,1650.4,1680.0,True,1410861.93843,1403400.89683,0.00265115308737,-29.6,0.383
count how,0.524167254063,0.5,2,bottom_up,1.9,1.0,False,1056.0789187,1163.35412309,-0.0483345081261,0.9,0.0
count the,0.50632665293,0.5,2,bottom_up,0.6,0.6,False,808.429697024,829.15050013,-0.0126533058607,0.0,0.0
curly hair,0.441231791933,0.5,2,top_down,2.0,2.0,False,2265.68825634,1789.10266345,0.117536416134,0.0,0.0
daytime or,0.542996694443,0.5,1,bottom_up,0.3,0.3,False,636.565969544,756.347302206,-0.085993388886,0.0,0.0
delicious box,0.501236346551,0.5,1,bottom_up,0.6,1.0,False,892.729355255,897.155190423,-0.00247269310118,-0.4,0.0
delicious food,0.519586067083,0.5,1,bottom_up,1.0,1.0,False,536.305043526,580.034443695,-0.0391721341667,0.0,0.0
