_q_type,sum_bottom_up,count_bottom_up,_count,winner,my_score,base_score,above_median,o_top_down,o_bottom_up,_diff,diff_score,percen
gray shirt,0.510005287566,0.5,1,bottom_up,0.6,0.6,False,580.047369229,603.735546199,-0.0200105751327,0.0,0.003
has an,0.520933158324,0.5,1,bottom_up,0.6,1.0,False,625.769037634,680.455862935,-0.0418663166482,-0.4,0.003
has dinner,0.518445432762,0.5,1,bottom_up,1.0,1.0,False,822.237504441,885.227361186,-0.0368908655241,0.0,0.003
has he,0.487264985236,0.5,2,top_down,1.3,2.0,False,1570.33052025,1492.3246038,0.0254700295281,-0.7,0.007
has she,0.505798735215,0.5,2,bottom_up,2.0,2.0,False,1399.40505188,1432.24502997,-0.0115974704292,0.0,0.007
has the,0.498237010603,0.5,46,top_down,34.0,33.1,True,37991.8544529,37724.8788569,0.00352597879328,0.9,0.153
has this,0.504272529779,0.5,5,bottom_up,3.9,3.3,True,3690.40932781,3754.02244065,-0.00854505955801,0.6,0.017
have all,0.510085791673,0.5,1,bottom_up,1.0,1.0,False,768.415014228,800.053507743,-0.020171583345,0.0,0.003
have her,0.509681941015,0.5,1,bottom_up,0.6,0.6,False,642.591615106,667.969159335,-0.0193638820297,0.0,0.003
have the,0.499560921179,0.5,5,top_down,4.1,3.7,True,3806.07606794,3799.39726342,0.000878157641086,0.4,0.017
have they,0.496691281831,0.5,5,top_down,4.9,3.9,True,3961.78741239,3909.69835644,0.00661743633702,1.0,0.017
here is,0.480199911579,0.5,1,top_down,0.0,0.0,False,624.228771909,576.67285511,0.0396001768413,0.0,0.003
how,0.482365387109,0.5,223,top_down,83.2,82.9,True,166859.655023,155490.61072,0.0352692257816,0.3,0.743
how many,0.470949288821,0.5,2932,top_down,1711.0,1644.5,True,2406431.27071,2142152.10677,0.0581014223576,66.5,9.773
how many animals are,0.466542197547,0.5,97,top_down,47.5,34.5,True,68001.7240837,59471.7588629,0.0669156049054,13.0,0.323
how many birds are,0.468151198328,0.5,89,top_down,45.1,34.7,True,62032.7843882,54603.3426336,0.0636976033436,10.4,0.297
how many bushes,0.462404067993,0.5,88,top_down,47.7,40.2,True,63050.0380229,54231.4261198,0.0751918640134,7.5,0.293
how many clouds are,0.479704896964,0.5,128,top_down,88.9,92.6,True,107091.015594,98736.4368823,0.0405902060719,-3.7,0.427
how many people are,0.488340935961,0.5,274,top_down,195.8,194.7,True,256025.913487,244357.899644,0.0233181280786,1.1,0.913
how many pictures,0.48541138996,0.5,103,top_down,72.2,74.2,True,94066.455645,88732.879221,0.0291772200808,-2.0,0.343
how many pillows,0.465845141953,0.5,121,top_down,91.2,91.2,True,101648.371866,88649.1988377,0.0683097160947,1.42108547152e-14,0.403
how many plants are,0.477754873256,0.5,85,top_down,56.3,61.6,True,70582.7950842,64569.8209377,0.0444902534884,-5.3,0.283
how many trees are,0.481389124027,0.5,135,top_down,76.3,79.1,True,96068.4825593,89173.4531774,0.0372217519457,-2.8,0.45
how many windows are,0.494312489969,0.5,121,top_down,102.8,96.8,True,93071.3533926,90977.7906864,0.0113750200615,6.0,0.403
if a,0.492764193979,0.5,3,top_down,2.3,1.3,True,1703.61782002,1655.01301754,0.0144716120427,1.0,0.01
if another,0.492886773972,0.5,1,top_down,1.0,1.0,False,619.561786225,602.180724964,0.0142264520566,0.0,0.003
if some,0.486248379575,0.5,1,top_down,1.0,1.0,False,648.605466614,613.882943793,0.0275032408494,0.0,0.003
if the,0.499829772557,0.5,19,top_down,10.9,7.7,True,13656.6507276,13647.3549454,0.000340454885973,3.2,0.063
if these,0.478471020828,0.5,1,top_down,0.0,0.0,False,587.955862941,539.413634099,0.0430579583441,0.0,0.003
if they,0.495024423251,0.5,1,top_down,0.0,0.0,False,845.131457648,828.477121778,0.00995115349834,0.0,0.003
if this,0.4783620416,0.5,8,top_down,4.0,2.3,True,6696.1490205,6140.6258205,0.0432759167997,1.7,0.027
if two,0.496040063368,0.5,2,top_down,2.0,1.9,False,1455.0886396,1432.22150914,0.00791987326405,0.1,0.007
in a,0.469702643775,0.5,1,top_down,0.0,0.0,False,550.175921798,487.309774367,0.0605947124509,0.0,0.003
in this,0.453690160449,0.5,1,top_down,0.6,0.6,False,598.675182245,497.177645039,0.0926196791019,0.0,0.003
in what,0.522763878068,0.5,5,bottom_up,1.0,2.0,True,3553.77994399,3892.80630686,-0.0455277561354,-1.0,0.017
in which,0.548597014714,0.5,1,bottom_up,0.0,1.0,False,821.924511618,998.897544084,-0.0971940294285,-1.0,0.003
is,0.495658436709,0.5,170,top_down,134.7,138.6,True,141968.828985,139524.586031,0.00868312658159,-3.9,0.567
is anyone,0.515345272284,0.5,95,bottom_up,89.2,89.3,True,83869.7242932,89180.7371939,-0.0306905445673,-0.1,0.317
is he,0.493160573263,0.5,145,top_down,124.4,118.2,True,124821.991955,121453.229289,0.0136788534743,6.2,0.483
is it,0.496722498406,0.5,448,top_down,415.0,415.1,True,441608.063675,435856.282091,0.00655500318783,-0.1,1.493
is she,0.492742394183,0.5,207,top_down,172.0,177.4,True,175397.970125,170378.945024,0.0145152116338,-5.4,0.69
is that,0.491627133266,0.5,128,top_down,93.1,94.4,True,109666.968794,106054.553675,0.0167457334671,-1.3,0.427
is the,0.498272875479,0.5,1758,top_down,1390.0,1406.9,True,1453953.48705,1443943.4294,0.00345424904133,-16.9,5.86
is the baby,0.498277237951,0.5,201,top_down,165.8,171.0,True,171382.982502,170206.02933,0.00344552409831,-5.2,0.67
is the boy,0.495913307519,0.5,469,top_down,386.8,393.2,True,392083.047919,385725.717453,0.00817338496193,-6.4,1.563
is the cat,0.488135032835,0.5,237,top_down,194.0,200.3,True,201999.693841,192635.03758,0.0237299343302,-6.3,0.79
is the dog,0.49221760793,0.5,412,top_down,327.5,331.1,True,364141.360731,352979.528882,0.0155647841401,-3.6,1.373
is the girl,0.49652153081,0.5,444,top_down,365.3,373.1,True,364062.567974,359032.043321,0.00695693837987,-7.8,1.48
is the lady,0.493549700377,0.5,205,top_down,169.5,168.3,True,178611.597734,174061.898297,0.0129005992464,1.2,0.683
is the little girl,0.49652251884,0.5,136,top_down,125.1,121.6,True,114443.478436,112862.57341,0.00695496232004,3.5,0.453
is the man,0.493938685913,0.5,570,top_down,478.1,464.2,True,475382.292828,463994.576327,0.0121226281744,13.9,1.9
is the old man,0.492326470795,0.5,71,top_down,62.0,64.7,True,63144.6402405,61235.7668675,0.0153470584107,-2.7,0.237
is the sun,0.500292567194,0.5,152,bottom_up,127.4,131.3,True,136029.744671,136189.029236,-0.000585134387592,-3.9,0.507
is the tv,0.502233539785,0.5,101,bottom_up,89.0,88.4,True,72214.1262748,72862.19374,-0.00446707956989,0.6,0.337
is the woman,0.495149246931,0.5,668,top_down,552.3,539.0,True,550553.709741,539973.948965,0.00970150613896,13.3,2.227
is the young,0.491262206015,0.5,124,top_down,105.5,104.3,True,108693.109108,104959.405789,0.0174755879703,1.2,0.413
is there,0.494911153176,0.5,192,top_down,152.3,155.2,True,153043.746458,149959.868491,0.0101776936477,-2.9,0.64
is there a,0.501573311648,0.5,907,bottom_up,747.4,767.5,True,729455.603184,734060.737797,-0.00314662329645,-20.1,3.023
is this,0.496929061754,0.5,281,top_down,223.2,230.4,True,227121.177525,224348.307707,0.00614187649125,-7.2,0.937
is this a,0.496595196601,0.5,127,top_down,102.4,103.4,True,103532.629496,102132.133329,0.00680960679725,-1.0,0.423
it's the,0.452230746261,0.5,1,top_down,0.0,0.0,False,753.474504446,622.058166114,0.0955385074776,0.0,0.003
lady walking,0.503566973471,0.5,1,bottom_up,0.0,0.0,False,705.580959031,715.720447855,-0.00713394694107,0.0,0.003
list all,0.464950949849,0.5,1,top_down,0.0,0.0,False,840.781111843,730.628297454,0.0700981003024,0.0,0.003
looking at,0.498494532634,0.5,1,top_down,0.0,0.0,False,728.617168157,724.242701913,0.00301093473233,0.0,0.003
many scooters,0.462602175365,0.5,1,top_down,0.0,1.0,False,673.183694743,579.489211404,0.0747956492706,-1.0,0.003
might one,0.458186488301,0.5,1,top_down,1.0,1.0,False,531.313781633,449.307354903,0.0836270233983,0.0,0.003
might the,0.476684395627,0.5,2,top_down,2.0,2.0,False,1780.86736715,1622.17919265,0.046631208746,0.0,0.007
might they,0.47898423264,0.5,1,top_down,1.0,1.0,False,932.522083379,857.293392079,0.0420315347205,0.0,0.003
name one,0.467638088549,0.5,1,top_down,1.0,1.0,False,874.923019508,768.551092161,0.0647238229016,0.0,0.003
name the,0.451412834346,0.5,2,top_down,0.6,0.0,False,1472.65497048,1211.79530958,0.0971743313088,0.6,0.007
name what,0.477627425029,0.5,1,top_down,0.0,0.0,False,469.807136146,429.564612404,0.0447451499415,0.0,0.003
no it's,0.505413908183,0.5,1,bottom_up,0.0,0.0,False,657.898966161,672.302139463,-0.0108278163663,0.0,0.003
no sitting,0.488655549873,0.5,1,top_down,0.9,0.0,False,825.984386503,789.334575691,0.0226889002542,0.9,0.003
"on average,",0.444761648263,0.5,1,top_down,0.0,1.0,False,518.40060081,415.253566248,0.110476703475,-1.0,0.003
on is,0.468184514314,0.5,1,top_down,0.0,0.0,False,484.515679888,426.544063442,0.063630971372,0.0,0.003
on the,0.462135769817,0.5,2,top_down,1.0,2.0,False,1205.58149041,1035.84194465,0.0757284603654,-1.0,0.007
on what,0.568629250243,0.5,1,bottom_up,1.0,0.0,False,610.154802317,804.300866411,-0.137258500486,1.0,0.003
on which,0.554935114058,0.5,1,bottom_up,1.0,1.0,False,738.2506202,920.497673631,-0.109870228116,0.0,0.003
other than,0.45651391414,0.5,1,top_down,1.0,1.0,False,938.707671536,788.489575936,0.0869721717192,0.0,0.003
should a,0.503851888707,0.5,5,bottom_up,5.0,5.0,True,3279.94795483,3330.87627321,-0.00770377741447,0.0,0.017
should cat,0.488694017389,0.5,1,top_down,1.0,1.0,False,911.340405062,871.037341444,0.0226119652229,0.0,0.003
should cats,0.486250058133,0.5,1,top_down,1.0,1.0,False,873.455275751,826.701171133,0.0274998837335,0.0,0.003
should he,0.493629010477,0.5,4,top_down,3.3,2.6,True,3267.71780044,3185.49114725,0.0127419790466,0.7,0.013
should people,0.46625478598,0.5,1,top_down,1.0,0.0,False,883.315539742,771.623027463,0.0674904280391,1.0,0.003
should she,0.48307903422,0.5,2,top_down,1.6,1.6,False,1560.02475161,1457.89259917,0.0338419315603,0.0,0.007
should that,0.505442168024,0.5,1,bottom_up,0.3,0.3,False,793.251742459,810.709798884,-0.0108843360486,0.0,0.003
should the,0.49724004398,0.5,30,top_down,28.0,26.0,True,24796.068025,24523.8265451,0.0055199120408,2.0,0.1
should there,0.477008196389,0.5,1,top_down,0.0,0.0,False,802.993768616,732.391227998,0.0459836072214,0.0,0.003
should they,0.481441785874,0.5,3,top_down,2.0,1.0,True,2626.76488632,2438.75102831,0.0371164282527,1.0,0.01
should this,0.495785345834,0.5,3,top_down,2.3,3.0,True,2220.05364568,2182.93945921,0.00842930833296,-0.7,0.01
since the,0.469660486534,0.5,1,top_down,0.0,0.0,False,637.596178776,564.645333664,0.0606790269319,0.0,0.003
something flying,0.485155440704,0.5,1,top_down,0.0,0.0,False,603.887303937,569.063430481,0.0296891185914,0.0,0.003
that are,0.492609716904,0.5,1,top_down,1.0,1.0,False,922.559245668,895.684572559,0.0147805661923,0.0,0.003
the book,0.462868306338,0.5,1,top_down,1.0,1.0,False,353.78534571,304.871274044,0.0742633873235,0.0,0.003
the bookshelf,0.47888029328,0.5,1,top_down,1.0,1.0,False,951.462733406,874.341820013,0.0422394134403,0.0,0.003
the cat,0.486227493262,0.5,2,top_down,1.0,0.9,False,1248.57705842,1181.63678534,0.0275450134765,0.1,0.007
the curtains,0.523335350728,0.5,1,bottom_up,1.0,1.0,False,789.76533499,867.092030447,-0.0466707014557,0.0,0.003
the dog,0.454925097441,0.5,1,top_down,1.0,1.0,False,625.570922042,522.107899905,0.0901498051184,0.0,0.003
the girl,0.497283964997,0.5,1,top_down,0.0,0.0,False,578.308297203,572.059419235,0.00543207000571,0.0,0.003
the grass,0.51001720902,0.5,1,bottom_up,1.0,1.0,False,1010.67745036,1052.00203342,-0.0200344180397,0.0,0.003
the man,0.484905774114,0.5,2,top_down,0.6,0.6,False,1165.3233806,1097.02653915,0.0301884517721,0.0,0.007
the picture,0.485813738439,0.5,1,top_down,1.0,0.0,False,453.827940691,428.785957458,0.028372523122,1.0,0.003
the rocks,0.449826005812,0.5,1,top_down,0.0,0.0,False,631.151652038,516.033890545,0.100347988377,0.0,0.003
the sidewalk,0.481764261163,0.5,1,top_down,1.0,1.0,False,564.739432157,524.995199855,0.036471477674,0.0,0.003
the tallest,0.499019957858,0.5,1,top_down,1.0,1.0,False,659.790218848,657.208789788,0.00196008428486,0.0,0.003
the two,0.464618117798,0.5,2,top_down,0.6,0.6,False,1047.23451199,908.816947361,0.0707637644036,0.0,0.007
the water,0.519476288527,0.5,1,bottom_up,0.0,0.0,False,861.245201834,931.060112701,-0.038952577053,0.0,0.003
the windows,0.493175447446,0.5,3,top_down,2.0,2.0,True,2236.32461787,2176.09898434,0.013649105109,0.0,0.01
the woman,0.501252419334,0.5,1,bottom_up,0.0,0.0,False,696.302731564,699.799743026,-0.0025048386674,0.0,0.003
there are,0.491034064076,0.5,2,top_down,1.0,2.0,False,1358.56449692,1310.69959529,0.0179318718472,-1.0,0.007
there is,0.504172219209,0.5,1,bottom_up,0.0,0.0,False,856.981822252,871.404233256,-0.00834443841874,0.0,0.003
these two,0.478124218116,0.5,1,top_down,0.0,0.0,False,803.505163387,736.143142358,0.0437515637679,0.0,0.003
to walk,0.505075601301,0.5,1,bottom_up,0.0,0.0,False,961.366095621,981.084303163,-0.0101512026018,0.0,0.003
to what,0.537297988037,0.5,1,bottom_up,1.0,1.0,False,998.990137437,1160.04550885,-0.0745959760738,0.0,0.003
to whom,0.48708763827,0.5,1,top_down,0.0,0.0,False,543.057059305,515.71457465,0.0258247234608,0.0,0.003
two green,0.487122820659,0.5,1,top_down,1.0,1.0,False,518.661372617,492.616558063,0.0257543586821,0.0,0.003
under what,0.445970797454,0.5,1,top_down,0.0,0.0,False,600.753872374,483.582241343,0.108058405091,0.0,0.003
using the,0.49454443751,0.5,1,top_down,0.0,0.0,False,840.828758605,822.678028148,0.010911124981,0.0,0.003
was a,0.493157624155,0.5,2,top_down,2.0,2.0,False,1165.94475805,1134.46423224,0.0136847516897,0.0,0.007
was it,0.493833413279,0.5,2,top_down,2.0,2.0,False,1436.69534213,1401.68905507,0.0123331734425,0.0,0.007
was that,0.494287398904,0.5,1,top_down,1.0,1.0,False,905.738825517,885.276117662,0.0114252021922,0.0,0.003
was the,0.485289984239,0.5,11,top_down,8.0,9.0,True,8248.68652072,7777.20430739,0.0294200315221,-1.0,0.037
was there,0.491019433711,0.5,2,top_down,1.6,0.6,False,1047.24091343,1010.28541034,0.017961132578,1.0,0.007
was this,0.514103058035,0.5,1,bottom_up,1.0,1.0,False,784.74457622,830.298673583,-0.0282061160706,0.0,0.003
were the,0.503156960137,0.5,2,bottom_up,2.0,2.0,False,1515.73947996,1535.00161602,-0.00631392027378,0.0,0.007
were they,0.487259881424,0.5,3,top_down,3.0,3.0,True,2384.30705638,2265.8206984,0.0254802371524,0.0,0.01
what,0.480963631099,0.5,1249,top_down,731.1,730.9,True,1066062.88394,987864.254538,0.0380727378011,0.2,4.163
what animal is,0.488230233597,0.5,170,top_down,137.9,138.7,True,144928.056596,138261.897384,0.0235395328062,-0.8,0.567
what are the,0.47537121026,0.5,314,top_down,168.5,173.0,True,243973.796252,221067.011693,0.0492575794808,-4.5,1.047
what are they,0.476472884731,0.5,156,top_down,103.5,104.0,True,129064.495527,117464.273973,0.0470542305388,-0.5,0.52
what color,0.49992066083,0.5,165,top_down,133.0,137.1,True,140893.811678,140849.105179,0.000158678340967,-4.1,0.55
what color are the,0.486866756168,0.5,375,top_down,334.5,333.5,True,308258.602324,292479.326916,0.0262664876633,1.0,1.25
what color is,0.506299419264,0.5,81,bottom_up,71.5,72.9,True,69296.0802397,71064.4600222,-0.0125988385284,-1.4,0.27
what color is the,0.498525690137,0.5,2101,top_down,1900.8,1894.6,True,1739884.63653,1729654.28562,0.00294861972646,6.2,7.003
what is,0.470891232019,0.5,1098,top_down,652.6,658.7,True,901560.400016,802362.223412,0.0582175359611,-6.1,3.66
what is in the,0.470120638002,0.5,355,top_down,232.8,229.3,True,278116.767338,246751.320163,0.059758723995,3.5,1.183
what is on the,0.46205405657,0.5,584,top_down,348.4,346.1,True,443333.414233,380789.194457,0.0758918868591,2.3,1.947
what is the,0.484914110759,0.5,902,top_down,564.9,569.7,True,724824.760243,682367.273907,0.0301717784814,-4.8,3.007
what is the baby,0.4860228429,0.5,68,top_down,45.7,43.2,True,53490.6416421,50581.3796591,0.0279543142005,2.5,0.227
what is the boy,0.486303774599,0.5,283,top_down,181.7,180.0,True,227123.53275,215012.347405,0.0273924508018,1.7,0.943
what is the cat,0.485672697968,0.5,138,top_down,90.6,96.2,True,116157.66898,109686.202269,0.0286546040647,-5.6,0.46
what is the dog,0.474922459194,0.5,190,top_down,108.7,116.0,True,146306.966034,132331.81522,0.0501550816121,-7.3,0.633
what is the girl,0.484220918345,0.5,282,top_down,182.2,183.7,True,231224.51113,217076.940701,0.0315581633106,-1.5,0.94
what is the lady,0.482125520569,0.5,136,top_down,79.0,79.3,True,113567.525954,105727.941316,0.0357489588626,-0.3,0.453
what is the little,0.490341245057,0.5,113,top_down,58.4,58.5,True,87840.4297181,84511.0287158,0.0193175098867,-0.1,0.377
what is the man,0.481053974799,0.5,353,top_down,226.2,222.0,True,286512.044406,265591.701441,0.0378920504017,4.2,1.177
what is the woman,0.484534082977,0.5,307,top_down,193.7,189.3,True,250081.011711,235074.269079,0.0309318340458,4.4,1.023
what kind of,0.485066866549,0.5,374,top_down,274.5,270.2,True,305788.002805,288052.212439,0.0298662669023,4.3,1.247
what type of,0.479274685702,0.5,243,top_down,160.5,157.8,True,204877.956138,188569.319253,0.0414506285955,2.7,0.81
when did,0.458332943533,0.5,2,top_down,0.0,0.3,False,1050.25779533,888.678277652,0.0833341129346,-0.3,0.007
when is,0.446296317371,0.5,2,top_down,0.3,0.3,False,1274.35007081,1027.15181691,0.107407365257,0.0,0.007
when the,0.467591224867,0.5,1,top_down,0.0,0.0,False,512.5702612,450.167930093,0.0648175502659,0.0,0.003
when was,0.485829254101,0.5,2,top_down,0.0,0.0,False,966.840190086,913.54720612,0.0283414917977,0.0,0.007
when will,0.498137815238,0.5,2,top_down,0.0,0.0,False,1054.26805947,1046.44423064,0.00372436952496,0.0,0.007
when you,0.459037935648,0.5,1,top_down,1.0,1.0,False,772.252754675,655.301607385,0.0819241287044,0.0,0.003
where are,0.496105408023,0.5,8,top_down,6.2,5.9,True,5958.27110326,5866.16836907,0.00778918395325,0.3,0.027
where are the,0.484790959066,0.5,165,top_down,79.3,80.1,True,106717.95022,100417.293421,0.0304180818683,-0.8,0.55
where can,0.48042046897,0.5,11,top_down,6.3,6.3,True,7823.56731685,7233.92985079,0.0391590620602,0.0,0.037
where could,0.49503120595,0.5,1,top_down,1.0,0.0,False,673.915580021,660.653185341,0.00993758809903,1.0,0.003
where did,0.491932261055,0.5,4,top_down,1.0,1.3,True,2426.83050429,2349.75796663,0.0161354778895,-0.3,0.013
where direction,0.52756298335,0.5,1,bottom_up,1.0,0.6,False,661.050918611,738.185160092,-0.0551259667007,0.4,0.003
where do,0.455951737995,0.5,3,top_down,2.5,2.5,True,3721.6705891,3119.02875507,0.0880965240104,0.0,0.01
where does,0.489140237748,0.5,9,top_down,3.3,2.3,True,5754.18445887,5509.54168293,0.0217195245036,1.0,0.03
where has,0.466864732206,0.5,3,top_down,1.3,1.3,True,1909.04779162,1671.74662763,0.0662705355887,0.0,0.01
where is,0.489809870583,0.5,24,top_down,9.4,11.5,True,16158.5126664,15513.0382608,0.0203802588347,-2.1,0.08
where is the,0.49734154623,0.5,1334,top_down,757.0,769.8,True,845047.886825,836109.329346,0.0053169075405,-12.8,4.447
where might,0.462499533321,0.5,2,top_down,0.3,0.3,False,1500.6136952,1291.22331375,0.0750009333585,0.0,0.007
where the,0.49821301424,0.5,1,top_down,1.0,1.0,False,693.863377451,688.921344237,0.00357397152029,0.0,0.003
where type,0.478243466736,0.5,1,top_down,0.6,0.6,False,627.047781419,574.753713037,0.0435130665282,0.0,0.003
where was,0.479558603693,0.5,2,top_down,2.0,1.0,False,1403.85181291,1293.57353194,0.040882792614,1.0,0.007
where will,0.48625037645,0.5,7,top_down,3.3,2.6,True,4844.9187568,4585.58695009,0.0274992470992,0.7,0.023
where would,0.497204906157,0.5,4,top_down,0.3,2.3,True,2587.33935221,2558.57273781,0.00559018768525,-2.0,0.013
